Log(Degree),Log(Probability)
0.6931471805599453,-1.7299350872197161
1.0986122886681098,-1.6638240621076534
1.3862943611198906,-1.9869181727826903
1.6094379124341003,-2.0948660120054674
1.791759469228055,-2.5453718455379355
1.9459101490553132,-2.8466966943935033
2.0794415416798357,-3.0137507790566693
2.1972245773362196,-3.6686767467964168
2.302585092994046,-3.3502230156778823
2.3978952727983707,-3.9563588192481975
2.4849066497880004,-3.774037262454243
2.5649493574615367,-4.266513747552037
2.6390573296152584,-4.792606843448817
2.70805020110221,-4.361823927356362
2.772588722239781,-5.160331623574134
2.833213344056216,-4.959660928111982
2.8903717578961645,-5.4116460518550396
2.9444389791664403,-5.4116460518550396
2.995732273553991,-5.4116460518550396
3.044522437723423,-5.971261839790462
3.091042453358316,-5.5657967316822985
3.1354942159291497,-5.971261839790462
3.1780538303479458,-6.664409020350408
3.2188758248682006,-5.7481182884762525
3.258096538021482,-7.357556200910353
3.295836866004329,-6.664409020350408
3.332204510175204,-6.664409020350408
3.367295829986474,-7.357556200910353
3.4011973816621555,-7.357556200910353
3.4339872044851463,-6.664409020350408
3.4965075614664802,-7.357556200910353
3.6375861597263857,-7.357556200910353
4.189654742026425,-7.357556200910353
4.23410650459726,-7.357556200910353
4.406719247264253,-7.357556200910353
4.634728988229636,-7.357556200910353
4.736198448394496,-7.357556200910353
