Log(Degree),Log(Probability)
0.6931471805599453,-1.6888650460654222
1.0986122886681098,-1.6756198193154015
1.3862943611198906,-1.9990199743692618
1.6094379124341003,-2.292781092897425
1.791759469228055,-2.24515304390817
1.9459101490553132,-2.639057329615259
2.0794415416798357,-3.521446509813732
2.1972245773362196,-3.115981401705568
2.302585092994046,-3.608457886803362
2.3978952727983707,-4.060443010546419
2.4849066497880004,-3.926911617921897
2.5649493574615367,-4.907740870933623
2.6390573296152584,-4.620058798481842
2.70805020110221,-5.313205979041787
2.772588722239781,-4.620058798481842
2.833213344056216,-5.313205979041787
2.8903717578961645,-4.620058798481842
2.9444389791664403,-6.0063531596017325
3.044522437723423,-5.313205979041787
3.1354942159291497,-5.313205979041787
3.1780538303479458,-6.0063531596017325
3.4011973816621555,-6.0063531596017325
3.4339872044851463,-6.0063531596017325
3.4657359027997265,-6.0063531596017325
3.5553480614894135,-5.313205979041787
4.189654742026425,-6.0063531596017325
