Log(Degree),Log(Probability)
0.6931471805599453,-1.7238482636118446
1.0986122886681098,-1.701375407759786
1.3862943611198906,-1.9338213517363092
1.6094379124341003,-2.175833387354902
1.791759469228055,-2.32998406718216
1.9459101490553132,-2.943088540068569
2.0794415416798357,-2.9690640264718295
2.1972245773362196,-3.2744456760230114
2.302585092994046,-3.7162784283020507
2.3978952727983707,-3.967592856582957
2.4849066497880004,-3.834061463958434
2.5649493574615367,-4.660740037142902
2.6390573296152584,-4.304065093204169
2.70805020110221,-4.660740037142902
2.772588722239781,-5.220355825078324
2.833213344056216,-5.91350300563827
2.8903717578961645,-5.220355825078324
2.9444389791664403,-6.606650186198215
2.995732273553991,-5.220355825078324
3.091042453358316,-4.997212273764115
3.1354942159291497,-6.606650186198215
3.1780538303479458,-6.606650186198215
3.2188758248682006,-6.606650186198215
3.258096538021482,-5.91350300563827
3.295836866004329,-5.508037897530106
3.367295829986474,-5.91350300563827
3.4657359027997265,-6.606650186198215
3.5263605246161616,-6.606650186198215
3.912023005428146,-6.606650186198215
