Log(Degree),Log(Probability)
0.6931471805599453,-1.8012046397995736
1.0986122886681098,-1.6997663969540853
1.3862943611198906,-1.8264312027452492
1.6094379124341003,-2.2577757588412344
1.791759469228055,-2.4697460095573187
1.9459101490553132,-2.685969118026955
2.0794415416798357,-3.0575326744594378
2.1972245773362196,-3.328685444960008
2.302585092994046,-3.450575262569045
2.3978952727983707,-3.6553696752150584
2.4849066497880004,-4.304065093204169
2.5649493574615367,-4.348516855775004
2.6390573296152584,-4.666970586893538
2.70805020110221,-5.2423347317971
2.772588722239781,-4.666970586893538
2.833213344056216,-5.2423347317971
2.8903717578961645,-5.136974216139274
2.9444389791664403,-5.6477998399052645
2.995732273553991,-5.830121396699219
3.044522437723423,-6.053264948013429
3.091042453358316,-5.6477998399052645
3.1354942159291497,-6.34094702046521
3.1780538303479458,-5.6477998399052645
3.2188758248682006,-6.34094702046521
3.258096538021482,-6.7464121285733745
3.295836866004329,-6.7464121285733745
3.332204510175204,-7.43955930913332
3.4011973816621555,-7.43955930913332
3.4339872044851463,-6.34094702046521
3.4657359027997265,-6.7464121285733745
3.4965075614664802,-7.43955930913332
3.6109179126442243,-7.43955930913332
3.6375861597263857,-7.43955930913332
3.6888794541139363,-6.34094702046521
4.04305126783455,-7.43955930913332
4.574710978503383,-7.43955930913332
4.59511985013459,-7.43955930913332
4.787491742782046,-7.43955930913332
