Log(Degree),Log(Probability)
0.6931471805599453,-1.7711401820253192
1.0986122886681098,-1.8489178830680035
1.3862943611198906,-1.9824492756925263
1.6094379124341003,-2.1972245773362196
1.791759469228055,-2.2842359543258492
1.9459101490553132,-2.667228206581955
2.0794415416798357,-2.9773831348857946
2.1972245773362196,-3.429368258628852
2.302585092994046,-3.4657359027997265
2.3978952727983707,-3.58351893845611
2.4849066497880004,-3.871201010907891
2.5649493574615367,-4.363677496005685
2.6390573296152584,-4.363677496005685
2.70805020110221,-4.564348191467836
2.772588722239781,-4.68213122712422
2.833213344056216,-4.815662619748743
2.8903717578961645,-4.969813299576001
2.9444389791664403,-5.375278407684165
2.995732273553991,-6.761572768804056
3.044522437723423,-6.068425588244111
3.091042453358316,-6.761572768804056
3.1354942159291497,-6.068425588244111
3.258096538021482,-5.662960480135946
3.332204510175204,-5.375278407684165
3.4339872044851463,-6.761572768804056
3.4657359027997265,-6.761572768804056
3.58351893845611,-6.761572768804056
3.6635616461296463,-6.761572768804056
3.713572066704308,-6.068425588244111
3.8501476017100584,-6.761572768804056
4.127134385045092,-6.761572768804056
