Log(Degree),Log(Probability)
0.6931471805599453,-1.7513870139376675
1.0986122886681098,-1.7300338894670986
1.3862943611198906,-1.9151763226026945
1.6094379124341003,-2.0707404302271
1.791759469228055,-2.2550441482250454
1.9459101490553132,-2.857219550579264
2.0794415416798357,-3.4669851222001586
2.1972245773362196,-3.5503667311392095
2.302585092994046,-3.427764409046877
2.3978952727983707,-3.977810745966149
2.4849066497880004,-3.741421967901919
2.5649493574615367,-4.6064194053885235
2.6390573296152584,-4.894101477840304
2.70805020110221,-4.6064194053885235
2.772588722239781,-4.48863636973214
2.833213344056216,-5.076423034634259
2.8903717578961645,-6.68586094706836
2.9444389791664403,-5.076423034634259
2.995732273553991,-5.299566585948469
3.044522437723423,-5.992713766508414
3.091042453358316,-6.68586094706836
3.1354942159291497,-5.992713766508414
3.1780538303479458,-6.68586094706836
3.258096538021482,-5.58724865840025
3.332204510175204,-5.992713766508414
3.367295829986474,-5.58724865840025
3.8501476017100584,-6.68586094706836
4.02535169073515,-6.68586094706836
4.07753744390572,-6.68586094706836
