Log(Degree),Log(Probability)
0.6931471805599453,-1.566975997199594
1.0986122886681098,-1.7448132415462199
1.3862943611198906,-1.9780749230260144
1.6094379124341003,-2.3179427486483655
1.791759469228055,-2.486079670450364
1.9459101490553132,-2.8169339147673536
2.0794415416798357,-3.111173387765293
2.1972245773362196,-3.2223990228755177
2.302585092994046,-3.915546203435463
2.3978952727983707,-4.040709346389469
2.4849066497880004,-3.915546203435463
2.5649493574615367,-4.2638528977036785
2.6390573296152584,-4.802849398436366
2.70805020110221,-4.55153497015546
2.772588722239781,-4.10970221787642
2.833213344056216,-4.957000078263624
2.8903717578961645,-4.55153497015546
2.9444389791664403,-6.748759547491679
2.995732273553991,-6.055612366931734
3.044522437723423,-5.3624651863717885
3.091042453358316,-6.748759547491679
3.1354942159291497,-6.748759547491679
3.1780538303479458,-6.748759547491679
3.2188758248682006,-6.055612366931734
3.295836866004329,-6.748759547491679
3.332204510175204,-6.055612366931734
3.367295829986474,-6.748759547491679
3.4339872044851463,-6.055612366931734
3.4965075614664802,-6.748759547491679
3.6109179126442243,-6.748759547491679
3.6375861597263857,-6.748759547491679
3.6635616461296463,-6.748759547491679
3.6888794541139363,-6.748759547491679
3.8066624897703196,-6.748759547491679
