Log(Degree),Log(Probability)
0.6931471805599453,-1.662783893139393
1.0986122886681098,-1.6424442089022704
1.3862943611198906,-1.8261089492426927
1.6094379124341003,-2.3025850929940455
1.791759469228055,-2.58594750430131
1.9459101490553132,-2.83972802507741
2.0794415416798357,-3.0354726022035052
2.1972245773362196,-3.3141860046725258
2.302585092994046,-3.51089629891858
2.3978952727983707,-4.081441157386193
2.4849066497880004,-4.566948973167894
2.5649493574615367,-4.700480365792417
2.6390573296152584,-4.700480365792417
2.70805020110221,-5.0369526024136295
2.772588722239781,-4.854631045619675
2.833213344056216,-4.854631045619675
2.8903717578961645,-5.953243334287785
2.9444389791664403,-5.0369526024136295
2.995732273553991,-5.953243334287785
3.044522437723423,-5.54777822617962
3.091042453358316,-5.54777822617962
3.1354942159291497,-6.646390514847729
3.1780538303479458,-5.54777822617962
3.2188758248682006,-5.54777822617962
3.258096538021482,-5.953243334287785
3.295836866004329,-6.646390514847729
3.367295829986474,-6.646390514847729
3.4011973816621555,-6.646390514847729
3.4339872044851463,-6.646390514847729
3.4657359027997265,-6.646390514847729
3.784189633918261,-6.646390514847729
3.8501476017100584,-6.646390514847729
