Log(Degree),Log(Probability)
0.6931471805599453,-1.77452111892914
1.0986122886681098,-1.7256552516672006
1.3862943611198906,-1.9132899139389246
1.6094379124341003,-2.1375756698319113
1.791759469228055,-2.471650781853403
1.9459101490553132,-2.7442830653011847
2.0794415416798357,-3.0187750818947965
2.1972245773362196,-3.3264253125836265
2.302585092994046,-3.5936795623453097
2.3978952727983707,-3.8748469537758967
2.4849066497880004,-4.083485818887225
2.5649493574615367,-4.2250493832090115
2.6390573296152584,-4.621340115041135
2.70805020110221,-4.663304314140167
2.772588722239781,-4.904466370957055
2.833213344056216,-5.198227489485218
2.8903717578961645,-5.356451494700112
2.9444389791664403,-5.27421339646314
2.995732273553991,-5.5274092928437515
3.044522437723423,-5.776305340260376
3.091042453358316,-6.021427798293361
3.1354942159291497,-6.108439175282991
3.1780538303479458,-6.170959532264325
3.2188758248682006,-6.272742226574267
3.258096538021482,-6.60921446319548
3.295836866004329,-6.714574978853307
3.332204510175204,-6.771733392693255
3.367295829986474,-6.660507757583031
3.4011973816621555,-6.771733392693255
3.4339872044851463,-6.660507757583031
3.4657359027997265,-6.83235801450969
3.4965075614664802,-6.896896535647261
3.5263605246161616,-7.407722159413252
3.5553480614894135,-7.407722159413252
3.58351893845611,-7.995508824315371
3.6109179126442243,-8.218652375629581
3.6375861597263857,-7.659036587694158
3.6635616461296463,-8.506334448081361
3.6888794541139363,-7.995508824315371
3.713572066704308,-8.911799556189527
3.7376696182833684,-8.911799556189527
3.7612001156935624,-8.506334448081361
3.784189633918261,-8.506334448081361
3.8066624897703196,-9.604946736749472
3.8501476017100584,-9.604946736749472
3.871201010907891,-9.604946736749472
3.8918202981106265,-8.911799556189527
3.912023005428146,-8.911799556189527
3.9318256327243257,-9.604946736749472
3.970291913552122,-9.604946736749472
3.9889840465642745,-8.911799556189527
4.007333185232471,-9.604946736749472
4.02535169073515,-9.604946736749472
4.04305126783455,-9.604946736749472
4.060443010546419,-9.604946736749472
4.07753744390572,-9.604946736749472
4.127134385045092,-9.604946736749472
4.174387269895637,-9.604946736749472
4.23410650459726,-9.604946736749472
4.2626798770413155,-9.604946736749472
4.3694478524670215,-9.604946736749472
4.382026634673881,-9.604946736749472
4.418840607796598,-8.911799556189527
4.454347296253507,-9.604946736749472
4.477336814478207,-9.604946736749472
4.499809670330265,-9.604946736749472
4.5217885770490405,-8.911799556189527
4.605170185988092,-9.604946736749472
4.61512051684126,-8.911799556189527
4.6443908991413725,-9.604946736749472
4.709530201312334,-9.604946736749472
4.897839799950911,-9.604946736749472
4.941642422609304,-9.604946736749472
4.948759890378168,-9.604946736749472
5.384495062789089,-9.604946736749472
5.638354669333745,-9.604946736749472
5.68697535633982,-9.604946736749472
5.746203190540153,-9.604946736749472
6.444131256700441,-9.604946736749472
