Log(Degree),Log(Probability)
0.6931471805599453,-1.7363670290749085
1.0986122886681098,-1.6693526091597026
1.3862943611198906,-1.8925898329015018
1.6094379124341003,-2.172340909734333
1.791759469228055,-2.5244238286487235
1.9459101490553132,-2.8254098667268677
2.0794415416798357,-3.086465464063326
2.1972245773362196,-3.3049829469887535
2.302585092994046,-3.6426096959567915
2.3978952727983707,-3.8550292839080256
2.4849066497880004,-4.133861741082824
2.5649493574615367,-4.183533350880062
2.6390573296152584,-4.548176464467971
2.70805020110221,-4.631558073407022
2.772588722239781,-4.963691908429637
2.833213344056216,-5.0370231815151865
2.8903717578961645,-5.569827711999952
2.9444389791664403,-5.431677373519135
2.995732273553991,-5.533460067829077
3.044522437723423,-5.626986125839901
3.091042453358316,-6.062304197097746
3.1354942159291497,-6.157614376902072
3.1780538303479458,-6.339935933696026
3.2188758248682006,-6.380757928216281
3.258096538021482,-6.614372779397787
3.295836866004329,-6.423317542635077
3.332204510175204,-6.99386240110269
3.367295829986474,-7.6129016095089135
3.4011973816621555,-6.668440000668062
3.4339872044851463,-7.256226665570181
3.4657359027997265,-7.160916485765856
3.4965075614664802,-7.949373846130126
3.5263605246161616,-8.460199469896118
3.5553480614894135,-7.479370216884391
3.58351893845611,-8.172517397444336
3.6109179126442243,-8.172517397444336
3.6375861597263857,-8.865664578004282
3.6635616461296463,-8.460199469896118
3.6888794541139363,-7.949373846130126
3.713572066704308,-9.558811758564227
3.7376696182833684,-8.460199469896118
3.7612001156935624,-7.6129016095089135
3.784189633918261,-9.558811758564227
3.828641396489095,-8.865664578004282
3.8501476017100584,-7.6129016095089135
3.871201010907891,-9.558811758564227
3.8918202981106265,-8.460199469896118
3.9318256327243257,-9.558811758564227
3.9512437185814275,-8.865664578004282
3.970291913552122,-9.558811758564227
3.9889840465642745,-9.558811758564227
4.04305126783455,-9.558811758564227
4.060443010546419,-9.558811758564227
4.110873864173311,-9.558811758564227
4.127134385045092,-9.558811758564227
4.174387269895637,-9.558811758564227
4.219507705176107,-8.865664578004282
4.2626798770413155,-9.558811758564227
4.330733340286331,-9.558811758564227
4.394449154672439,-9.558811758564227
4.454347296253507,-8.865664578004282
4.499809670330265,-9.558811758564227
4.532599493153256,-9.558811758564227
4.6443908991413725,-9.558811758564227
4.812184355372417,-9.558811758564227
4.990432586778736,-9.558811758564227
5.111987788356544,-9.558811758564227
5.54907608489522,-9.558811758564227
6.013715156042802,-9.558811758564227
