Log(Degree),Log(Probability)
0.6931471805599453,-1.7607866100643281
1.0986122886681098,-1.6867343777172035
1.3862943611198906,-1.9253962687472443
1.6094379124341003,-2.1867490853789784
1.791759469228055,-2.4496511288322727
1.9459101490553132,-2.7788461017822197
2.0794415416798357,-3.0249289440426828
2.1972245773362196,-3.3812093328372157
2.302585092994046,-3.6333694271304653
2.3978952727983707,-3.769078679055001
2.4849066497880004,-4.000248541243439
2.5649493574615367,-4.321453305733864
2.6390573296152584,-4.6125080626642845
2.70805020110221,-4.682466651271194
2.772588722239781,-4.984747523144128
2.833213344056216,-4.918372454199256
2.8903717578961645,-5.1438122177738155
2.9444389791664403,-5.4050277170374335
2.995732273553991,-5.5843686456932495
3.044522437723423,-5.697697331000253
3.091042453358316,-5.9721341767020135
3.1354942159291497,-6.026201397972289
3.1780538303479458,-6.054372274938985
3.2188758248682006,-6.4742261204992495
3.258096538021482,-6.31388347042407
3.295836866004329,-6.837131614188618
3.332204510175204,-7.530278794748563
3.367295829986474,-6.97066300681314
3.4011973816621555,-7.41249575909218
3.4339872044851463,-7.307135243434353
3.4657359027997265,-7.530278794748563
3.4965075614664802,-7.41249575909218
3.5263605246161616,-7.663810187373086
3.5553480614894135,-8.0002824239943
3.58351893845611,-8.51110804776029
3.6109179126442243,-7.2118250636300285
3.6375861597263857,-8.916573155868454
3.6635616461296463,-8.223425975308508
3.6888794541139363,-8.51110804776029
3.713572066704308,-7.817960867200344
3.7376696182833684,-7.663810187373086
3.7612001156935624,-8.223425975308508
3.784189633918261,-9.6097203364284
3.8066624897703196,-8.916573155868454
3.828641396489095,-8.0002824239943
3.8501476017100584,-8.916573155868454
3.871201010907891,-8.51110804776029
3.8918202981106265,-9.6097203364284
3.912023005428146,-9.6097203364284
3.9318256327243257,-8.51110804776029
3.9512437185814275,-9.6097203364284
3.9889840465642745,-8.916573155868454
4.007333185232471,-9.6097203364284
4.02535169073515,-9.6097203364284
4.060443010546419,-9.6097203364284
4.174387269895637,-9.6097203364284
4.189654742026425,-9.6097203364284
4.219507705176107,-9.6097203364284
4.31748811353631,-9.6097203364284
4.418840607796598,-9.6097203364284
4.430816798843313,-9.6097203364284
4.454347296253507,-9.6097203364284
4.477336814478207,-9.6097203364284
4.532599493153256,-9.6097203364284
4.553876891600541,-9.6097203364284
4.574710978503383,-9.6097203364284
4.795790545596741,-8.916573155868454
4.875197323201151,-9.6097203364284
5.081404364984463,-9.6097203364284
5.407171771460119,-9.6097203364284
5.497168225293202,-9.6097203364284
5.560681631015528,-9.6097203364284
5.680172609017068,-9.6097203364284
