Log(Degree),Log(Probability)
0.6931471805599453,-1.6598385007858534
1.0986122886681098,-1.7465701966101865
1.3862943611198906,-1.8791432757928974
1.6094379124341003,-2.2125550662610043
1.791759469228055,-2.446451409351476
1.9459101490553132,-2.64787313751885
2.0794415416798357,-2.9438540127853257
2.1972245773362196,-3.400612415281041
2.302585092994046,-3.806077523389205
2.3978952727983707,-3.888315621626177
2.4849066497880004,-4.308169467186441
2.5649493574615367,-4.399141245392168
2.6390573296152584,-4.878714325654054
2.70805020110221,-4.553291925219426
2.772588722239781,-5.246439105779372
2.833213344056216,-4.958757033327591
2.8903717578961645,-5.83422577068149
2.9444389791664403,-5.04576841031722
2.995732273553991,-5.83422577068149
3.044522437723423,-6.0573693219957
3.091042453358316,-6.0573693219957
3.1354942159291497,-6.345051394447482
3.1780538303479458,-6.345051394447482
3.2188758248682006,-6.750516502555645
3.258096538021482,-7.443663683115591
3.295836866004329,-6.0573693219957
3.332204510175204,-7.443663683115591
3.4339872044851463,-7.443663683115591
3.4657359027997265,-6.750516502555645
3.4965075614664802,-7.443663683115591
3.5553480614894135,-6.750516502555645
3.58351893845611,-7.443663683115591
3.7612001156935624,-7.443663683115591
3.784189633918261,-7.443663683115591
3.9512437185814275,-7.443663683115591
