Log(Degree),Log(Probability)
0.6931471805599453,-1.7174663461758224
1.0986122886681098,-1.7467724727613216
1.3862943611198906,-1.8041495853446243
1.6094379124341003,-2.2477336515563984
1.791759469228055,-2.6501359701340172
1.9459101490553132,-2.6052854039686655
2.0794415416798357,-2.984775025673569
2.1972245773362196,-3.23060998818985
2.302585092994046,-3.6526043982492244
2.3978952727983707,-4.250441399004845
2.4849066497880004,-4.345751578809169
2.5649493574615367,-4.296961414639738
2.6390573296152584,-4.451112094466996
2.70805020110221,-4.56889513012338
2.772588722239781,-5.038898759369115
2.833213344056216,-4.94358857956479
2.8903717578961645,-4.776534494901624
2.9444389791664403,-5.2620423106833245
2.995732273553991,-5.395573703307847
3.044522437723423,-6.242871563695051
3.091042453358316,-6.242871563695051
3.1354942159291497,-7.341483852363161
3.1780538303479458,-7.341483852363161
3.2188758248682006,-7.341483852363161
3.258096538021482,-5.95518949124327
3.295836866004329,-6.648336671803215
3.332204510175204,-7.341483852363161
3.4011973816621555,-6.648336671803215
3.4339872044851463,-6.648336671803215
3.4657359027997265,-7.341483852363161
3.5263605246161616,-7.341483852363161
3.5553480614894135,-7.341483852363161
3.58351893845611,-6.648336671803215
3.6109179126442243,-7.341483852363161
3.713572066704308,-7.341483852363161
3.7376696182833684,-7.341483852363161
3.784189633918261,-7.341483852363161
4.007333185232471,-7.341483852363161
4.060443010546419,-7.341483852363161
4.276666119016055,-7.341483852363161
