Log(Degree),Log(Probability)
0.6931471805599453,-1.7529667263135986
1.0986122886681098,-1.6668144842940393
1.3862943611198906,-1.8940573353591899
1.6094379124341003,-2.186161157791964
1.791759469228055,-2.4836713191800075
1.9459101490553132,-2.7650632026981916
2.0794415416798357,-3.058212757332106
2.1972245773362196,-3.345894829783887
2.302585092994046,-3.700066643504501
2.3978952727983707,-3.802345492624919
2.4849066497880004,-4.068717778489948
2.5649493574615367,-4.323480486049771
2.6390573296152584,-4.60256405324632
2.70805020110221,-4.710973351753505
2.772588722239781,-5.001203196284084
2.833213344056216,-5.120262556300073
2.8903717578961645,-5.1318233787011485
2.9444389791664403,-5.525727664408237
2.995732273553991,-5.634926956373229
3.044522437723423,-5.69435037684403
3.091042453358316,-6.030822613465243
3.1354942159291497,-6.328074136933174
3.1780538303479458,-6.328074136933174
3.2188758248682006,-6.290333808950328
3.258096538021482,-6.695798917058492
3.295836866004329,-6.641731695788216
3.332204510175204,-6.813581952714875
3.367295829986474,-6.878120473852446
3.4011973816621555,-7.388946097618437
3.4339872044851463,-7.5067291332748205
3.4657359027997265,-7.976732762520556
3.4965075614664802,-7.101264025166656
3.5263605246161616,-7.976732762520556
3.5553480614894135,-7.794411205726601
3.58351893845611,-7.794411205726601
3.6109179126442243,-8.487558386286548
3.6375861597263857,-7.976732762520556
3.6635616461296463,-8.487558386286548
3.6888794541139363,-7.794411205726601
3.713572066704308,-8.893023494394711
3.7376696182833684,-7.640260525899343
3.7612001156935624,-8.199876313834766
3.784189633918261,-9.586170674954657
3.8066624897703196,-8.487558386286548
3.828641396489095,-8.199876313834766
3.871201010907891,-8.487558386286548
3.912023005428146,-9.586170674954657
3.9318256327243257,-9.586170674954657
3.9512437185814275,-8.893023494394711
4.007333185232471,-9.586170674954657
4.02535169073515,-9.586170674954657
4.07753744390572,-9.586170674954657
4.143134726391533,-9.586170674954657
4.174387269895637,-9.586170674954657
4.219507705176107,-9.586170674954657
4.248495242049359,-9.586170674954657
4.3694478524670215,-9.586170674954657
4.418840607796598,-9.586170674954657
4.48863636973214,-9.586170674954657
4.5217885770490405,-9.586170674954657
4.584967478670572,-9.586170674954657
4.634728988229636,-9.586170674954657
4.653960350157523,-9.586170674954657
4.770684624465665,-9.586170674954657
4.820281565605037,-9.586170674954657
5.1647859739235145,-9.586170674954657
5.181783550292085,-9.586170674954657
5.424950017481403,-9.586170674954657
5.442417710521793,-9.586170674954657
5.537334267018537,-9.586170674954657
