Point Number,Degree
0,4
1,4
2,3
3,5
4,2
5,36
6,4
7,3
8,5
9,3
10,13
11,9
12,2
13,8
14,7
15,7
16,7
17,11
18,3
19,3
20,11
21,3
22,5
23,4
24,5
25,13
26,4
27,3
28,4
29,7
30,10
31,2
32,8
33,2
34,8
35,2
36,7
37,7
38,2
39,8
40,3
41,29
42,11
43,7
44,4
45,8
46,3
47,9
48,4
49,5
50,6
51,9
52,11
53,3
54,3
55,9
56,4
57,6
58,3
59,3
60,8
61,2
62,15
63,4
64,7
65,3
66,6
67,4
68,5
69,11
70,2
71,20
72,4
73,3
74,5
75,4
76,2
77,14
78,6
79,3
80,4
81,8
82,4
83,5
84,6
85,14
86,2
87,8
88,2
89,4
90,2
91,17
92,2
93,8
94,5
95,5
96,9
97,2
98,11
99,9
100,4
101,4
102,6
103,6
104,8
105,2
106,5
107,3
108,3
109,19
110,3
111,3
112,18
113,2
114,4
115,3
116,55
117,5
118,5
119,3
120,6
121,2
122,9
123,2
124,5
125,4
126,22
127,3
128,3
129,21
130,2
131,3
132,6
133,4
134,4
135,6
136,2
137,15
138,3
139,3
140,8
141,4
142,6
143,4
144,7
145,2
146,16
147,2
148,10
149,8
150,2
151,6
152,6
153,6
154,10
155,2
156,7
157,3
158,3
159,14
160,2
161,8
162,2
163,3
164,18
165,5
166,3
167,4
168,8
169,3
170,4
171,4
172,37
173,2
174,6
175,7
176,4
177,5
178,7
179,5
180,8
181,26
182,20
183,2
184,13
185,2
186,5
187,16
188,2
189,4
190,2
191,6
192,7
193,2
194,7
195,15
196,4
197,3
198,4
199,20
200,2
201,3
202,10
203,11
204,2
205,11
206,5
207,5
208,2
209,11
210,16
211,2
212,26
213,2
214,7
215,3
216,4
217,11
218,5
219,2
220,8
221,10
222,2
223,17
224,8
225,4
226,4
227,2
228,12
229,2
230,17
231,7
232,5
233,6
234,3
235,8
236,2
237,19
238,4
239,3
240,16
241,2
242,43
243,2
244,4
245,2
246,15
247,13
248,2
249,10
250,7
251,9
252,2
253,10
254,7
255,5
256,18
257,2
258,6
259,3
260,6
261,4
262,14
263,5
264,4
265,5
266,2
267,20
268,5
269,6
270,4
271,9
272,2
273,5
274,4
275,4
276,30
277,3
278,5
279,4
280,3
281,5
282,55
283,2
284,6
285,3
286,5
287,5
288,2
289,12
290,3
291,3
292,9
293,3
294,3
295,6
296,5
297,8
298,4
299,4
300,4
301,15
302,3
303,3
304,12
305,4
306,3
307,4
308,11
309,9
310,2
311,3
312,4
313,11
314,2
315,3
316,13
317,4
318,3
319,4
320,11
321,3
322,2
323,13
324,2
325,3
326,26
327,2
328,7
329,2
330,5
331,3
332,6
333,6
334,2
335,5
336,2
337,10
338,3
339,3
340,5
341,10
342,3
343,2
344,5
345,4
346,2
347,4
348,2
349,11
350,11
351,6
352,3
353,6
354,4
355,2
356,6
357,7
358,3
359,2
360,15
361,3
362,3
363,7
364,4
365,3
366,6
367,2
368,18
369,3
370,3
371,4
372,4
373,7
374,5
375,7
376,2
377,6
378,2
379,9
380,2
381,9
382,20
383,5
384,3
385,4
386,6
387,6
388,4
389,4
390,5
391,21
392,3
393,3
394,11
395,7
396,2
397,6
398,4
399,6
400,2
401,12
402,5
403,5
404,5
405,5
406,15
407,3
408,4
409,3
410,9
411,2
412,6
413,2
414,5
415,7
416,3
417,4
418,2
419,22
420,4
421,4
422,4
423,7
424,3
425,4
426,4
427,9
428,2
429,4
430,4
431,2
432,12
433,3
434,3
435,4
436,6
437,2
438,9
439,3
440,3
441,8
442,16
443,3
444,6
445,4
446,5
447,5
448,9
449,3
450,2
451,6
452,2
453,6
454,2
455,3
