Point Number,Degree
0,5
1,7
2,2
3,6
4,2
5,5
6,10
7,7
8,2
9,9
10,3
11,3
12,6
13,9
14,4
15,5
16,5
17,2
18,12
19,2
20,58
21,2
22,5
23,4
24,6
25,4
26,4
27,10
28,3
29,3
30,6
31,6
32,4
33,4
34,4
35,19
36,3
37,4
38,3
39,5
40,8
41,2
42,7
43,4
44,2
45,9
46,2
47,6
48,2
49,16
50,2
51,6
52,8
53,2
54,9
55,2
56,7
57,2
58,4
59,7
60,9
61,13
62,2
63,3
64,6
65,2
66,6
67,4
68,3
69,9
70,4
71,3
72,4
73,31
74,3
75,3
76,7
77,2
78,5
79,6
80,3
81,4
82,18
83,2
84,14
85,2
86,6
87,3
88,6
89,2
90,7
91,2
92,10
93,2
94,4
95,2
96,10
97,3
98,3
99,15
100,3
101,3
102,7
103,4
104,2
105,6
106,3
107,2
108,15
109,2
110,5
111,3
112,6
113,11
114,2
115,12
116,4
117,2
118,6
119,2
120,4
121,12
122,2
123,7
124,4
125,3
126,7
127,4
128,3
129,6
130,23
131,2
132,6
133,5
134,2
135,7
136,2
137,6
138,3
139,2
140,51
141,6
142,6
143,6
144,4
145,6
146,8
147,2
148,37
149,6
150,7
151,5
152,3
153,8
154,6
155,7
156,40
157,3
158,5
159,3
160,7
161,4
162,7
163,2
164,7
165,4
166,4
167,8
168,39
169,2
170,20
171,2
172,13
173,16
174,9
175,2
176,12
177,2
178,7
179,3
180,5
181,11
182,8
183,11
184,29
185,2
186,14
187,10
188,2
189,20
190,15
191,10
192,4
193,5
194,4
195,24
196,7
197,2
198,4
199,11
200,2
201,9
202,12
203,18
204,2
205,16
206,2
207,4
208,15
209,2
210,38
211,5
212,3
213,4
214,10
215,4
216,6
217,3
218,10
219,8
220,2
221,3
222,12
223,15
224,3
225,3
226,12
227,11
228,2
229,20
230,2
231,31
232,2
233,28
234,2
235,6
236,2
237,6
238,2
239,8
240,4
241,5
242,3
243,5
244,19
245,5
246,2
247,6
248,5
249,2
250,7
251,3
252,2
253,16
254,2
255,3
256,24
257,4
258,3
259,5
260,5
261,3
262,3
263,28
264,3
265,3
266,5
267,4
268,2
269,27
270,17
271,3
272,3
273,5
274,4
275,3
276,8
277,5
278,2
279,5
280,6
281,2
282,18
283,2
284,3
285,9
286,2
287,7
288,4
289,4
290,4
291,13
292,3
293,3
294,7
295,4
296,2
297,6
298,11
299,3
300,3
301,5
302,2
303,19
304,2
305,7
306,6
307,2
308,10
309,4
310,6
311,4
312,7
313,12
314,2
315,4
316,3
317,7
318,4
319,2
320,5
321,16
322,2
323,7
324,4
325,4
326,6
327,4
328,21
329,2
330,4
331,8
332,2
333,8
334,3
335,3
336,8
337,6
338,8
339,3
340,3
341,19
342,5
343,2
344,4
345,7
346,2
347,8
348,2
349,3
350,7
351,3
352,3
353,8
354,2
355,25
356,3
357,4
358,3
359,10
360,2
361,4
362,2
363,8
364,2
365,9
366,5
367,5
368,5
369,2
370,7
371,2
372,16
373,6
374,3
375,7
376,7
377,2
378,5
379,7
380,2
381,13
382,2
383,5
384,3
385,5
386,13
387,2
388,2
