Point Number,Degree
0,3
1,3
2,2
3,21
4,3
5,3
6,15
7,2
8,7
9,2
10,6
11,5
12,8
13,9
14,2
15,11
16,4
17,3
18,6
19,5
20,2
21,11
22,2
23,12
24,4
25,3
26,4
27,7
28,4
29,3
30,2
31,11
32,2
33,18
34,2
35,9
36,3
37,3
38,9
39,2
40,9
41,8
42,7
43,5
44,5
45,6
46,13
47,5
48,4
49,6
50,2
51,13
52,33
53,2
54,6
55,4
56,4
57,5
58,7
59,2
60,5
61,3
62,2
63,12
64,2
65,5
66,3
67,5
68,3
69,2
70,14
71,3
72,7
73,2
74,5
75,5
76,4
77,12
78,4
79,4
80,4
81,11
82,3
83,3
84,6
85,2
86,5
87,4
88,3
89,4
90,20
91,2
92,4
93,4
94,2
95,11
96,3
97,5
98,2
99,5
100,2
101,11
102,2
103,5
104,7
105,2
106,4
107,4
108,2
109,13
110,5
111,5
112,4
113,7
114,3
115,5
116,3
117,3
118,21
119,10
120,9
121,6
122,6
123,6
124,5
125,2
126,10
127,2
128,11
129,2
130,10
131,4
132,3
133,4
134,15
135,3
136,3
137,12
138,5
139,3
140,10
141,2
142,6
143,5
144,7
145,4
146,3
147,6
148,14
149,4
150,2
151,9
152,3
153,5
154,5
155,3
156,10
157,2
158,39
159,4
160,3
161,6
162,4
163,7
164,5
165,2
166,6
167,2
168,6
169,24
170,2
171,4
172,2
173,5
174,2
175,10
176,2
177,4
178,2
179,5
180,8
181,2
182,8
183,2
184,7
185,2
186,7
187,10
188,2
189,3
190,12
191,2
192,3
193,9
194,2
195,14
196,2
197,4
198,3
199,12
200,2
201,5
202,6
203,4
204,3
205,6
206,2
207,17
208,5
209,3
210,5
211,2
212,13
213,2
214,11
215,2
216,3
217,7
218,4
219,2
220,4
221,10
222,3
223,8
224,19
225,2
226,4
227,9
228,4
229,6
230,6
231,4
232,8
233,23
234,6
235,5
236,5
237,6
238,5
239,3
240,56
241,4
242,3
243,4
244,14
245,4
246,3
247,13
248,7
249,2
250,6
251,3
252,9
253,3
254,4
255,15
256,2
257,7
258,5
259,3
260,5
261,16
262,4
263,3
264,4
265,11
266,3
267,3
268,5
269,16
270,5
271,4
272,4
273,13
274,6
275,3
276,10
277,6
278,3
279,10
280,3
281,3
282,2
283,19
284,4
285,4
286,4
287,22
288,6
289,3
290,6
291,5
292,5
293,18
294,3
295,3
296,6
297,3
298,5
299,2
300,46
301,16
302,13
303,4
304,6
305,6
306,7
307,13
308,2
309,7
310,8
311,2
312,8
313,10
314,2
315,6
316,12
317,7
318,2
319,9
320,12
321,3
322,3
323,7
324,5
325,2
326,9
327,3
328,3
329,27
330,4
331,4
332,4
333,9
334,5
335,5
336,2
337,7
338,6
339,2
340,16
341,2
342,7
343,5
344,5
345,4
346,8
347,4
348,3
349,4
350,12
351,2
352,17
353,7
354,4
355,4
356,10
357,4
358,3
359,8
360,4
361,4
362,4
363,11
364,2
365,6
366,16
367,2
368,3
369,7
370,2
371,4
372,7
373,3
374,2
375,8
376,3
377,3
378,9
379,3
380,3
381,19
382,2
383,4
384,3
385,6
386,2
387,6
388,2
389,5
390,2
391,7
392,2
393,17
394,2
395,9
396,10
397,6
398,4
399,4
400,9
401,11
402,3
403,5
404,2
405,4
406,11
407,2
408,10
409,3
410,5
411,4
412,3
413,4
414,18
415,25
416,2
417,3
418,5
419,3
420,3
421,13
422,3
423,3
424,9
425,3
426,3
427,12
428,6
429,4
430,4
431,2
432,12
433,3
434,3
435,11
436,2
437,8
438,4
439,4
440,4
441,16
442,2
443,9
444,9
445,6
446,3
447,6
448,6
449,4
450,10
451,2
452,10
453,7
454,2
455,6
456,6
457,6
458,7
459,2
460,33
461,3
462,5
463,3
464,4
465,11
466,2
467,5
468,6
469,2
470,4
471,9
472,2
473,5
474,3
475,5
476,2
477,10
478,2
