Point Number,Degree
0,3
1,2
2,4
3,2
4,10
5,6
6,2
7,5
8,2
9,9
10,2
11,7
12,5
13,5
14,7
15,7
16,12
17,3
18,3
19,6
20,3
21,2
22,19
23,3
24,4
25,3
26,11
27,3
28,3
29,8
30,8
31,2
32,10
33,6
34,2
35,6
36,5
37,3
38,3
39,2
40,11
41,5
42,4
43,4
44,5
45,25
46,2
47,5
48,4
49,7
50,6
51,5
52,3
53,8
54,2
55,8
56,2
57,15
58,7
59,3
60,2
61,15
62,3
63,3
64,11
65,2
66,3
67,11
68,4
69,4
70,4
71,8
72,2
73,7
74,17
75,4
76,3
77,7
78,2
79,8
80,2
81,6
82,2
83,6
84,6
85,20
86,2
87,7
88,2
89,7
90,4
91,2
92,8
93,2
94,10
95,4
96,5
97,4
98,7
99,2
100,32
101,7
102,3
103,7
104,6
105,5
106,8
107,4
108,4
109,72
110,7
111,3
112,8
113,3
114,5
115,2
116,9
117,4
118,5
119,6
120,4
121,16
122,4
123,2
124,6
125,3
126,16
127,10
128,2
129,10
130,2
131,9
132,7
133,6
134,11
135,3
136,4
137,2
138,11
139,12
140,2
141,4
142,2
143,11
144,3
145,3
146,8
147,40
148,2
149,6
150,2
151,6
152,3
153,5
154,8
155,10
156,5
157,5
158,3
159,7
160,2
161,6
162,10
163,3
164,6
165,4
166,4
167,4
168,16
169,2
170,7
171,4
172,4
173,5
174,11
175,2
176,5
177,4
178,2
179,8
180,39
181,32
182,7
183,2
184,4
185,15
186,3
187,3
188,13
189,2
190,7
191,6
192,7
193,8
194,8
195,7
196,5
197,12
198,3
199,6
200,6
201,22
202,4
203,3
204,5
205,2
206,18
207,15
208,4
209,3
210,6
211,3
212,5
213,2
214,24
215,2
216,5
217,3
218,3
219,18
220,3
221,3
222,10
223,5
224,4
225,4
226,12
227,11
228,3
229,4
230,29
231,2
232,8
233,6
234,7
235,2
236,8
237,3
238,4
239,15
240,4
241,4
242,4
243,30
244,8
245,5
246,4
247,5
248,9
249,2
250,8
251,5
252,4
253,4
254,11
255,3
256,8
257,21
258,2
259,3
260,17
261,3
262,3
263,24
264,4
265,5
266,4
267,5
268,23
269,6
270,5
271,5
272,6
273,2
274,17
275,2
276,7
277,6
278,5
279,5
280,8
281,3
282,3
283,27
284,7
285,2
286,6
287,2
288,6
289,5
290,7
291,4
292,3
293,3
294,35
295,4
296,5
297,3
298,6
299,2
300,13
301,3
302,3
303,10
304,2
305,5
306,4
307,6
308,10
309,2
310,3
311,9
312,4
313,3
314,5
315,3
316,2
317,14
318,4
319,5
320,3
321,5
322,13
323,5
324,2
325,6
326,2
327,7
328,3
329,3
330,15
331,8
332,2
333,9
334,5
335,4
336,9
337,2
338,6
339,11
340,3
341,3
342,7
343,8
344,2
345,35
346,2
347,4
348,3
349,6
350,2
351,7
352,4
353,5
354,5
355,16
356,2
357,7
358,8
359,2
360,5
361,8
362,2
363,8
364,8
365,2
366,18
367,3
368,3
369,6
370,6
371,4
372,4
373,6
374,14
375,5
376,4
377,7
378,3
379,5
380,5
381,15
382,2
383,6
384,2
385,5
386,5
387,2
388,10
389,3
390,3
391,5
392,2
393,21
394,6
395,3
396,7
397,5
398,2
399,7
400,6
401,3
402,14
403,3
404,4
405,3
406,5
407,6
408,2
409,5
410,11
411,2
412,4
413,5
414,4
415,2
416,5
417,16
418,4
419,3
420,9
421,3
422,7
423,6
424,7
425,3
426,7
427,32
428,6
429,4
430,4
431,6
432,7
433,2
434,4
435,5
436,4
437,2
438,14
439,7
440,6
441,7
442,3
443,3
444,8
445,10
446,3
447,4
448,2
449,11
450,4
451,4
452,4
453,16
454,4
455,4
456,3
457,8
458,2
459,6
460,2
461,5
462,6
463,2
464,2
