Point Number,Degree
0,2
1,4
2,3
3,3
4,9
5,3
6,3
7,4
8,14
9,2
10,7
11,3
12,4
13,8
14,3
15,10
16,6
17,2
18,9
19,2
20,10
21,5
22,5
23,3
24,4
25,14
26,4
27,4
28,7
29,2
30,17
31,4
32,2
33,4
34,31
35,2
36,4
37,7
38,4
39,2
40,6
41,6
42,3
43,5
44,22
45,2
46,7
47,5
48,4
49,7
50,3
51,4
52,10
53,2
54,4
55,3
56,10
57,4
58,5
59,2
60,8
61,2
62,5
63,3
64,4
65,29
66,2
67,5
68,5
69,2
70,10
71,4
72,6
73,4
74,7
75,4
76,12
77,3
78,4
79,3
80,9
81,3
82,3
83,9
84,2
85,4
86,5
87,3
88,4
89,27
90,5
91,4
92,5
93,5
94,2
95,10
96,4
97,4
98,4
99,14
100,5
101,3
102,6
103,4
104,8
105,3
106,5
107,4
108,25
109,2
110,6
111,4
112,4
113,5
114,16
115,2
116,3
117,5
118,4
119,3
120,3
121,18
122,3
123,4
124,3
125,14
126,3
127,7
128,4
129,4
130,4
131,17
132,3
133,3
134,4
135,12
136,3
137,3
138,6
139,2
140,5
141,2
142,15
143,3
144,6
145,3
146,3
147,13
148,20
149,4
150,5
151,10
152,3
153,4
154,4
155,2
156,20
157,5
158,6
159,2
160,5
161,18
162,4
163,4
164,2
165,6
166,2
167,16
168,2
169,34
170,9
171,2
172,14
173,2
174,9
175,7
176,2
177,8
178,10
179,8
180,8
181,8
182,12
183,2
184,13
185,2
186,19
187,2
188,7
189,4
190,2
191,9
192,2
193,4
194,7
195,3
196,4
197,11
198,6
199,5
200,4
201,6
202,7
203,4
204,20
205,2
206,4
207,3
208,6
209,2
210,6
211,3
212,3
213,8
214,3
215,3
216,4
