Point Number,Degree
0,6
1,6
2,2
3,5
4,4
5,11
6,2
7,5
8,7
9,4
10,5
11,3
12,11
13,4
14,4
15,9
16,5
17,5
18,4
19,8
20,3
21,2
22,60
23,8
24,5
25,5
26,5
27,8
28,3
29,3
30,9
31,3
32,3
33,5
34,7
35,2
36,8
37,2
38,7
39,2
40,6
41,3
42,8
43,3
44,3
45,20
46,2
47,13
48,3
49,4
50,17
51,7
52,7
53,2
54,7
55,7
56,8
57,2
58,16
59,3
60,3
61,8
62,2
63,5
64,14
65,8
66,4
67,2
68,9
69,4
70,6
71,10
72,4
73,4
74,7
75,20
76,5
77,3
78,6
79,4
80,5
81,35
82,2
83,17
84,5
85,6
86,6
87,6
88,13
89,2
90,9
91,2
92,7
93,2
94,9
95,4
96,9
97,4
98,3
99,7
100,18
101,3
102,5
103,4
104,5
105,2
106,17
107,2
108,5
109,3
110,10
111,5
112,5
113,10
114,2
115,8
116,9
117,22
118,2
119,5
120,4
121,4
122,17
123,2
124,4
125,3
126,8
127,4
128,3
129,6
130,5
131,2
132,23
133,2
134,6
135,2
136,6
137,2
138,10
139,3
140,3
141,8
142,4
143,6
144,7
145,2
146,32
147,3
148,3
149,6
150,3
151,10
152,3
153,5
154,8
155,2
156,3
157,8
158,5
159,8
160,4
161,3
162,9
163,21
164,4
165,3
166,5
167,2
168,11
169,4
170,3
171,2
172,6
173,3
174,10
175,5
176,3
177,4
178,7
179,6
180,2
181,11
182,2
183,5
184,2
185,4
186,7
187,2
188,4
189,2
190,3
