Point Number,Degree
0,2
1,4
2,2
3,3
4,7
5,5
6,3
7,4
8,5
9,4
10,7
11,3
12,5
13,2
14,4
15,6
16,4
17,3
18,3
19,13
20,11
21,2
22,5
23,4
24,4
25,10
26,3
27,3
28,6
29,6
30,2
31,12
32,2
33,7
34,2
35,6
36,4
37,3
38,7
39,4
40,12
41,4
42,4
43,4
44,10
45,3
46,3
47,17
48,3
49,3
50,5
51,2
52,8
53,2
54,4
55,2
56,7
57,3
58,3
59,12
60,2
61,4
62,2
63,5
64,3
65,2
66,11
67,5
68,5
69,5
70,5
71,14
72,4
73,3
74,4
75,7
76,2
77,4
78,7
79,3
80,2
81,19
82,3
83,3
84,7
85,3
86,3
87,5
88,8
89,3
90,6
91,4
92,4
93,4
94,12
95,4
96,3
97,4
98,10
99,4
100,5
101,4
102,6
103,2
104,19
105,5
106,5
107,4
108,5
109,9
110,3
111,5
112,3
113,4
114,13
115,2
116,6
117,3
118,4
119,13
120,2
121,9
122,7
123,9
124,2
125,8
126,9
127,2
128,3
129,16
130,6
131,4
132,4
133,8
134,3
135,4
136,13
137,41
138,3
139,3
140,8
141,4
142,4
143,7
144,3
145,5
146,16
147,5
148,3
149,5
150,3
151,8
152,4
153,5
154,3
155,6
156,17
157,3
158,4
159,3
160,7
161,3
162,3
163,10
164,3
165,3
166,5
167,3
168,10
169,3
170,2
171,8
172,2
173,4
174,2
175,9
176,2
177,5
178,6
179,3
180,3
181,11
182,15
183,7
184,3
185,4
186,9
187,4
188,4
189,8
190,2
191,6
192,37
193,4
194,3
195,4
196,16
197,2
198,12
199,12
200,2
201,11
202,7
203,4
204,2
205,14
206,3
207,3
208,14
209,6
210,5
211,2
212,11
213,2
214,6
215,2
216,6
217,2
218,17
219,6
220,8
221,4
222,4
223,8
224,3
225,7
226,17
227,2
228,4
229,8
230,3
231,4
232,6
233,40
234,3
235,4
236,3
237,15
238,2
239,8
240,2
241,10
242,8
243,2
244,7
245,7
246,7
247,2
248,19
249,3
250,3
251,13
252,7
253,2
254,4
255,7
256,5
257,3
258,2
259,20
260,5
261,2
262,14
263,4
264,6
265,6
266,14
267,2
268,14
269,7
270,4
271,16
272,5
273,3
274,18
275,4
276,13
277,17
278,37
279,6
280,5
281,6
282,6
283,6
284,58
285,4
286,5
287,2
288,6
289,4
290,2
291,18
292,8
293,2
294,12
295,4
296,2
297,6
298,10
299,4
300,6
301,2
302,8
303,9
304,5
305,2
306,13
307,2
308,3
309,12
310,2
311,5
312,2
313,7
314,2
315,4
316,3
317,14
318,6
319,5
320,4
321,3
322,6
323,13
324,3
325,3
326,9
327,3
328,3
329,7
330,2
331,4
332,7
333,2
334,19
335,2
336,6
337,5
338,5
339,6
340,2
341,32
342,3
343,3
344,5
345,3
346,6
347,2
348,8
349,6
350,3
351,4
352,7
353,5
354,18
355,4
356,3
357,8
358,2
359,4
360,5
361,4
362,12
363,3
364,3
365,5
366,5
367,7
368,2
369,4
370,3
371,2
372,19
373,8
374,4
375,4
376,5
377,10
378,3
379,3
380,9
381,2
382,3
383,6
384,13
385,2
386,3
387,15
388,5
389,7
390,2
391,8
392,3
393,4
394,8
395,3
396,2
397,10
398,2
399,6
400,2
401,6
402,3
403,4
404,2
405,22
406,5
407,4
408,4
409,6
410,3
411,9
412,5
413,2
414,5
415,4
416,11
417,4
418,7
419,2
420,8
421,4
422,4
423,6
424,9
425,2
426,19
427,5
428,4
429,4
430,9
431,3
432,4
433,2
434,9
435,2
436,3
437,6
438,2
439,19
440,6
441,2
442,7
443,3
444,7
445,2
446,8
447,3
448,3
449,11
450,3
451,4
452,3
453,15
454,4
455,3
456,5
457,3
458,6
459,2
460,7
461,4
462,2
463,4
464,6
465,4
466,3
467,4
468,6
469,2
