Point Number,Degree
0,9
1,3
2,3
3,6
4,2
5,8
6,5
7,3
8,7
9,2
10,9
11,4
12,4
13,8
14,4
15,4
16,4
17,44
18,4
19,5
20,3
21,6
22,4
23,3
24,10
25,2
26,3
27,5
28,2
29,15
30,2
31,3
32,5
33,2
34,7
35,4
36,4
37,6
38,11
39,2
40,4
41,8
42,2
43,8
44,2
45,4
46,8
47,3
48,3
49,15
50,3
51,3
52,6
53,4
54,2
55,7
56,3
57,4
58,2
59,11
60,7
61,2
62,7
63,2
64,7
65,2
66,6
67,2
68,9
69,5
70,4
71,3
72,6
73,2
74,35
75,5
76,5
77,5
78,2
79,6
80,11
81,7
82,2
83,8
84,5
85,7
86,10
87,2
88,4
89,7
90,4
91,4
92,7
93,32
94,3
95,3
96,10
97,7
98,2
99,6
100,5
101,5
102,9
103,2
104,6
105,4
106,2
107,5
108,2
109,15
110,2
111,4
112,7
113,5
114,5
115,5
116,5
117,13
118,3
119,3
120,18
121,6
122,5
123,5
124,5
125,7
126,2
127,11
128,4
129,3
130,5
131,3
132,11
133,5
134,5
135,2
136,6
137,5
138,13
139,3
140,3
141,5
142,5
143,3
144,3
145,32
146,8
147,7
148,5
149,6
150,7
151,6
152,4
153,7
154,47
155,3
156,3
157,26
158,19
159,17
160,32
161,23
162,16
163,4
164,15
165,4
166,8
167,24
168,14
169,13
170,6
171,6
172,12
173,9
174,16
175,2
176,14
177,3
178,6
179,3
180,17
181,3
182,11
183,25
184,9
185,7
186,4
187,5
188,7
189,9
190,4
191,4
192,5
193,33
194,2
195,6
196,3
197,4
198,17
199,3
200,3
201,6
202,16
203,13
204,4
205,3
206,9
207,2
208,9
209,3
210,3
211,29
212,2
213,6
214,2
215,16
216,5
217,4
218,14
219,4
220,3
221,21
222,3
223,25
224,7
225,7
226,9
227,5
228,12
229,2
230,28
231,3
232,33
233,25
234,4
235,32
236,5
237,3
238,32
239,31
240,2
241,52
242,3
243,3
244,103
245,2
246,4
247,3
248,7
249,3
250,4
251,9
252,4
253,4
254,10
255,4
256,4
257,5
258,7
259,6
260,2
261,10
262,2
263,13
264,3
265,3
266,6
267,3
268,4
269,2
270,15
271,4
272,6
273,4
274,4
275,8
276,2
277,9
278,3
279,13
280,3
281,3
282,13
283,2
284,3
285,7
286,6
287,2
288,13
289,5
290,4
291,4
292,7
293,2
294,12
295,4
296,3
297,4
298,18
299,2
300,5
301,4
302,8
303,6
304,3
305,5
306,8
307,3
308,2
309,16
310,5
311,4
312,5
313,5
314,34
315,6
316,3
317,8
318,7
319,3
320,5
321,8
322,7
323,2
324,14
325,5
326,2
327,7
328,2
329,4
330,7
331,2
332,10
333,2
334,8
335,2
336,6
337,4
338,4
339,4
340,13
341,5
342,2
343,5
344,4
345,19
346,7
347,3
348,8
349,2
350,4
351,5
352,8
353,2
354,4
355,7
356,2
357,9
358,4
359,3
360,4
361,7
362,5
363,3
364,6
365,22
366,5
367,9
368,4
369,6
370,4
371,6
372,9
373,2
374,6
375,7
376,5
377,2
378,4
379,3
380,2
381,8
382,2
