Point Number,Degree
0,2
1,10
2,3
3,3
4,8
5,4
6,4
7,7
8,4
9,6
10,2
11,14
12,2
13,5
14,8
15,4
16,3
17,4
18,4
19,11
20,3
21,5
22,3
23,4
24,10
25,5
26,2
27,6
28,3
29,9
30,2
31,6
32,31
33,3
34,3
35,6
36,5
37,2
38,8
39,2
40,4
41,4
42,26
43,16
44,10
45,2
46,10
47,7
48,2
49,12
50,2
51,6
52,7
53,2
54,10
55,10
56,31
57,8
58,8
59,4
60,6
61,7
62,3
63,4
64,11
65,2
66,5
67,3
68,2
69,22
70,6
71,3
72,11
73,2
74,4
75,3
76,2
77,20
78,3
79,3
80,15
81,2
82,4
83,2
84,17
85,2
86,10
87,4
88,3
89,4
90,14
91,2
92,12
93,16
94,3
95,4
96,2
97,17
98,2
99,16
100,4
101,4
102,4
103,25
104,2
105,6
106,3
107,4
108,5
109,15
110,2
111,3
112,3
113,38
114,6
115,3
116,7
117,6
118,2
119,7
120,3
121,8
122,3
123,2
124,10
125,4
126,4
127,4
128,2
129,4
130,11
131,3
132,4
133,3
134,5
135,14
136,8
137,7
138,4
139,7
140,6
141,6
142,8
143,2
144,8
145,5
146,2
147,7
148,2
149,3
150,2
