Degree,Log(Probability)
2,-1.808172498869385
3,-1.9366508236425164
4,-1.8224584561168617
5,-2.0120002608843035
6,-2.5522397698565875
7,-2.7495992040150825
8,-2.9502698994772336
9,-3.322945184762407
10,-3.578878558899608
11,-3.812493410081113
12,-3.7612001156935624
13,-4.559707811911334
14,-4.359037116449183
15,-4.81102224019224
16,-4.454347296253507
17,-4.81102224019224
18,-5.147494476813453
19,-4.965172920019499
20,-5.147494476813453
21,-6.756932389247553
22,-6.063785208687608
23,-6.063785208687608
26,-5.658320100579444
27,-5.658320100579444
30,-6.063785208687608
32,-6.063785208687608
35,-6.756932389247553
37,-6.756932389247553
39,-6.756932389247553
66,-6.756932389247553
106,-6.756932389247553
