Degree,Log(Probability)
2,-1.7782871282872879
3,-1.7215343116948385
4,-1.785613168379361
5,-2.1764794770663727
6,-2.55513332772388
7,-2.891605564345093
8,-3.0093886000014765
9,-3.264280849630267
10,-3.65374561639199
11,-3.7538290749489724
12,-3.9902178530132026
13,-4.133318696653876
14,-5.088830141681313
15,-5.599655765447303
16,-4.618826512435577
17,-6.005120873555468
18,-5.599655765447303
19,-5.599655765447303
20,-5.599655765447303
21,-5.599655765447303
22,-5.088830141681313
23,-6.005120873555468
24,-6.698268054115413
26,-4.906508584887358
28,-6.698268054115413
29,-6.698268054115413
31,-6.698268054115413
32,-6.698268054115413
33,-6.698268054115413
35,-6.698268054115413
36,-6.698268054115413
37,-6.698268054115413
40,-6.698268054115413
69,-6.698268054115413
