Degree,Log(Probability)
2,-1.8423117483908862
3,-1.791759469228055
4,-1.8800520763737332
5,-2.0026543984660656
6,-2.528078821653209
7,-2.670049082923596
8,-3.084024880699669
9,-3.2510789653628356
10,-3.4517496608249867
11,-4.2626798770413155
12,-3.857214768933151
13,-4.2626798770413155
14,-4.66814498514948
15,-4.66814498514948
16,-4.66814498514948
17,-5.3612921657094255
18,-5.3612921657094255
19,-4.955827057601261
20,-5.3612921657094255
21,-6.747586526829315
22,-5.138148614395216
23,-6.747586526829315
24,-6.747586526829315
27,-6.747586526829315
29,-6.747586526829315
30,-6.05443934626937
31,-6.05443934626937
32,-6.05443934626937
33,-6.747586526829315
36,-6.747586526829315
45,-6.747586526829315
53,-6.747586526829315
