Degree,Log(Probability)
2,-1.7209664172369556
3,-1.5802665351338205
4,-1.8679486075856016
5,-2.3649809092192564
6,-2.512305623976115
7,-2.9418682836633394
8,-3.221453145882501
9,-3.4773865200197016
10,-3.5199461344384977
11,-3.882851628127866
12,-4.1705337005796475
13,-3.6597080768136565
14,-4.458215773031428
15,-4.575998808687811
16,-5.269145989247757
17,-4.709530201312334
18,-5.269145989247757
19,-5.269145989247757
20,-5.962293169807702
21,-6.655440350367647
22,-5.556828061699537
24,-6.655440350367647
25,-6.655440350367647
26,-6.655440350367647
27,-5.962293169807702
28,-5.962293169807702
34,-6.655440350367647
35,-6.655440350367647
36,-6.655440350367647
41,-6.655440350367647
43,-6.655440350367647
62,-6.655440350367647
