Degree,Log(Probability)
2,-1.587097183159495
3,-1.7509850382646117
4,-1.9896595316096979
5,-2.180714768372407
6,-2.5449369179465227
7,-2.822568654544802
8,-2.9733915442793855
9,-3.300604455487802
10,-3.738859386418957
11,-3.738859386418957
12,-3.7901526808065076
13,-4.655150118293112
14,-4.942832190744893
15,-4.537367082636728
16,-5.635979371304838
17,-4.942832190744893
18,-5.3482972988530575
19,-5.125153747538848
20,-6.041444479413003
21,-6.041444479413003
22,-6.734591659972948
23,-6.041444479413003
24,-6.734591659972948
25,-6.734591659972948
27,-5.635979371304838
30,-6.734591659972948
32,-6.734591659972948
33,-6.734591659972948
34,-6.734591659972948
35,-6.734591659972948
36,-6.041444479413003
38,-6.734591659972948
41,-6.734591659972948
60,-6.734591659972948
61,-6.734591659972948
