Degree,Log(Probability)
2,-1.6863989535702288
3,-1.6993861490970399
4,-1.862289620033893
5,-2.3731152437998837
6,-2.3477974358155937
7,-2.7595321569373534
8,-3.0922379107630893
9,-3.3625282405030013
10,-3.6387816171311593
11,-4.244917420701475
12,-4.164874713027938
13,-4.164874713027938
14,-4.4272389774954295
15,-4.021773869387265
16,-4.93806460126142
17,-5.120386158055375
18,-5.631211781821365
19,-6.03667688992953
20,-6.729824070489475
21,-6.03667688992953
22,-6.03667688992953
24,-6.03667688992953
25,-6.729824070489475
26,-6.729824070489475
28,-5.343529709369585
29,-6.729824070489475
32,-6.729824070489475
35,-6.729824070489475
38,-6.729824070489475
49,-6.729824070489475
52,-6.729824070489475
54,-6.729824070489475
