Degree,Log(Probability)
2,-1.7824570765657415
3,-1.702414368892205
4,-1.9647786333596962
5,-2.345551128877489
6,-2.6091356497502094
7,-2.763286329577468
8,-2.840247370713596
9,-3.225909851525581
10,-3.351072994479587
11,-3.5742165457937967
12,-3.8078313969753017
13,-3.8078313969753017
14,-4.354375103343371
15,-4.555045798805523
16,-4.9605109069136875
17,-6.752270376141742
18,-5.1428324637076415
19,-5.365976015021851
20,-5.653658087473633
21,-5.653658087473633
22,-6.059123195581797
23,-5.653658087473633
24,-6.059123195581797
25,-6.752270376141742
30,-5.653658087473633
32,-6.752270376141742
33,-6.752270376141742
35,-6.752270376141742
37,-6.752270376141742
45,-6.752270376141742
50,-6.752270376141742
61,-6.752270376141742
73,-6.752270376141742
