Degree,Log(Probability)
2,-1.6660335800577348
3,-1.5638426391611875
4,-2.0190984117723674
5,-2.4519624940686464
6,-2.494522108487442
7,-2.7032769223495525
8,-3.117710700440477
9,-3.20226808846854
10,-3.8382568551885368
11,-3.6375861597263857
12,-4.330733340286331
13,-4.6491870714048655
14,-4.782718464029388
15,-4.6491870714048655
16,-4.6491870714048655
17,-5.630016324416592
18,-4.782718464029388
19,-4.936869143856646
20,-5.342334251964811
21,-5.342334251964811
22,-6.035481432524756
23,-6.035481432524756
24,-6.728628613084702
25,-5.630016324416592
26,-6.728628613084702
27,-6.728628613084702
28,-6.728628613084702
29,-5.630016324416592
31,-6.728628613084702
34,-6.728628613084702
40,-6.728628613084702
52,-6.728628613084702
