Degree,Log(Probability)
2,-1.7929408042738861
3,-1.80005827204275
4,-1.6982755777328078
5,-2.126580177810795
6,-2.3978952727983707
7,-3.0281286279477464
8,-3.004031076368686
9,-3.483604156630572
10,-3.969111972412273
11,-3.6971782569286313
12,-4.033650493549844
13,-4.033650493549844
14,-4.439115601658009
15,-4.544476117315835
16,-5.132262782217954
17,-5.132262782217954
18,-4.949941225423999
19,-5.355406333532164
20,-5.643088405983945
21,-6.048553514092109
22,-6.741700694652055
23,-6.741700694652055
24,-6.741700694652055
25,-6.741700694652055
26,-6.741700694652055
27,-6.741700694652055
28,-6.741700694652055
30,-6.048553514092109
31,-6.741700694652055
38,-6.741700694652055
39,-6.741700694652055
57,-6.741700694652055
