Degree,Log(Probability)
2,-1.7518801029964586
3,-1.6030344753988934
4,-1.8978340156195384
5,-2.2145036249445713
6,-2.5354113450246727
7,-2.745131876006742
8,-3.150596984114906
9,-3.4382790565666874
10,-3.373740535429116
11,-3.8437441646748516
12,-3.8437441646748516
13,-4.760034896549007
14,-4.354569788440842
15,-5.0477169690007875
16,-6.1463292576688975
17,-6.1463292576688975
18,-4.760034896549007
19,-5.0477169690007875
20,-4.760034896549007
22,-6.1463292576688975
23,-5.453182077108952
25,-6.1463292576688975
28,-6.1463292576688975
29,-6.1463292576688975
35,-6.1463292576688975
