Degree,Log(Probability)
2,-1.7674948472284238
3,-1.6331076565200051
4,-2.0326025976416657
5,-2.356652314264321
6,-2.381653616469739
7,-2.5315937637606534
8,-3.013431850653392
9,-3.140183556292536
10,-3.7065790312133373
11,-3.8066624897703196
12,-4.04305126783455
13,-4.553876891600541
14,-4.959341999708705
15,-4.805191319881446
16,-5.36480710781687
17,-5.14166355650266
18,-5.14166355650266
19,-4.959341999708705
20,-5.652489180268651
21,-5.36480710781687
23,-5.652489180268651
24,-6.75110146893676
25,-6.75110146893676
26,-5.36480710781687
27,-6.0579542883768145
30,-6.0579542883768145
31,-6.0579542883768145
32,-6.75110146893676
34,-6.75110146893676
41,-6.75110146893676
60,-6.75110146893676
