Degree,Log(Probability)
2,-1.773477424390606
3,-1.6008646817236123
4,-1.825533786346659
5,-2.2818905017512128
6,-2.7304391959956886
7,-2.640288099001391
8,-2.9165414756295496
9,-3.299533727885655
10,-3.4048942435434815
11,-3.7562921303813703
12,-4.061673779932552
13,-4.503506532211591
14,-5.31443674842792
15,-4.908971640319756
16,-5.31443674842792
17,-5.602118820879701
18,-5.31443674842792
19,-5.31443674842792
20,-6.007583928987866
21,-5.602118820879701
22,-6.70073110954781
23,-5.602118820879701
24,-6.70073110954781
25,-6.70073110954781
28,-6.70073110954781
32,-6.007583928987866
33,-6.70073110954781
36,-6.70073110954781
45,-6.70073110954781
51,-6.70073110954781
