Degree,Log(Probability)
2,-1.6607987721066333
3,-1.7904765954151658
4,-1.8377294802657114
5,-2.0628911957361584
6,-2.4991279625110763
7,-2.873821411952487
8,-3.1026629843813347
9,-3.5225168299415985
10,-3.713572066704308
11,-4.093061688409212
12,-4.355425952876702
13,-4.018953716255489
14,-4.093061688409212
15,-5.559398757202638
16,-4.460786468534529
17,-5.271716684750857
18,-6.658011045870748
19,-5.048573133436648
20,-5.271716684750857
21,-6.658011045870748
22,-5.559398757202638
23,-6.658011045870748
26,-6.658011045870748
28,-5.964863865310803
29,-5.964863865310803
30,-6.658011045870748
32,-6.658011045870748
34,-6.658011045870748
35,-6.658011045870748
36,-6.658011045870748
45,-5.964863865310803
