Degree,Log(Probability)
2,-1.7041377779076103
3,-1.6518382785047614
4,-2.007603718060653
5,-2.3513752571634776
6,-2.665032816018519
7,-2.665032816018519
8,-2.946883968159507
9,-3.4499875458315876
10,-3.4892082589848687
11,-3.211576522386589
12,-3.8748707397968536
13,-4.223177434065069
14,-4.628642542173234
15,-4.51085950651685
16,-4.628642542173234
17,-5.60947179518496
18,-5.60947179518496
19,-5.60947179518496
20,-5.60947179518496
21,-6.014936903293124
22,-6.70808408385307
24,-6.014936903293124
25,-6.014936903293124
26,-6.014936903293124
27,-6.014936903293124
31,-6.70808408385307
32,-6.014936903293124
33,-6.70808408385307
40,-6.70808408385307
48,-6.70808408385307
130,-6.70808408385307
