Degree,Log(Probability)
2,-1.7253310005918199
3,-1.6559024941600569
4,-2.028381103271915
5,-2.0644210397551115
6,-2.521662417386996
7,-2.6782314780785357
8,-3.018099303700887
9,-3.4235644118090516
10,-3.7112464842608324
11,-4.116711592368997
12,-4.116711592368997
13,-4.190819564522719
14,-4.558544344648036
15,-4.9640094527562
16,-4.9640094527562
17,-4.558544344648036
18,-5.369474560864365
19,-5.146331009550155
20,-5.657156633316146
21,-6.755768921984256
22,-6.06262174142431
23,-6.06262174142431
24,-6.755768921984256
25,-6.06262174142431
27,-6.06262174142431
29,-6.755768921984256
30,-6.755768921984256
31,-5.657156633316146
39,-6.755768921984256
59,-6.755768921984256
74,-6.755768921984256
