Degree,Log(Probability)
2,-1.4759065198095778
3,-1.784642001459191
4,-1.9293808471041027
5,-2.211613314788319
6,-2.7260687066048885
7,-2.6062675067922676
8,-3.5145260669691587
9,-3.299414687352213
10,-3.788962912670919
11,-3.788962912670919
12,-4.653960350157523
13,-4.168452534375823
14,-4.787491742782046
15,-4.653960350157523
16,-4.248495242049359
17,-4.653960350157523
18,-6.733401891837359
19,-5.3471075307174685
20,-5.123963979403259
21,-5.634789603169249
22,-6.733401891837359
23,-6.040254711277414
24,-6.040254711277414
25,-6.040254711277414
27,-6.733401891837359
31,-6.733401891837359
33,-6.733401891837359
37,-6.733401891837359
42,-6.733401891837359
45,-6.733401891837359
