Degree,Log(Probability)
2,-1.8963504581068529
3,-1.6163904317489821
4,-1.8810829859760643
5,-2.253025402045585
6,-2.5012050315211196
7,-2.6695403463403347
8,-3.075005454448499
9,-3.267377347095955
10,-3.505788370540953
11,-3.8735131506662706
12,-3.991296186322654
13,-4.0558347074602255
14,-4.278978258774435
15,-4.365989635764064
16,-5.665272619894325
17,-4.817974759507122
18,-5.377590547442544
19,-5.154446996128335
20,-5.665272619894325
21,-6.763884908562435
23,-6.763884908562435
24,-6.07073772800249
25,-5.665272619894325
26,-6.763884908562435
27,-6.763884908562435
28,-6.763884908562435
29,-6.763884908562435
30,-6.763884908562435
31,-6.07073772800249
41,-6.763884908562435
45,-6.763884908562435
51,-6.763884908562435
