Degree,Log(Probability)
2,-1.804862694226482
3,-1.6894806201076367
4,-1.8718021769015913
5,-2.0388562615647574
6,-2.534644007966208
7,-2.827313621929028
8,-3.2736007245574474
9,-3.2428290658906938
10,-3.648294173998858
11,-3.443499761352845
12,-4.254429977569173
13,-4.100279297741915
14,-4.659895085677338
15,-5.1298987149230735
16,-4.947577158129119
17,-5.1298987149230735
18,-5.640724338689064
19,-4.7934264783018605
21,-5.640724338689064
22,-6.739336627357174
24,-5.640724338689064
25,-6.739336627357174
26,-6.739336627357174
27,-6.046189446797229
28,-6.046189446797229
30,-6.739336627357174
31,-6.046189446797229
44,-6.046189446797229
57,-6.739336627357174
