Degree,Log(Probability)
2,-1.705943549643199
3,-1.6299576426652769
4,-1.9936256220949797
5,-2.3353749158170367
6,-2.3353749158170367
7,-2.8586230595815842
8,-2.968623954795913
9,-3.4717275324679933
10,-3.734091796935484
11,-4.164874713027938
12,-3.6853016327660524
13,-3.7853850913230347
14,-5.120386158055375
15,-4.650382528809639
16,-4.783913921434162
17,-5.120386158055375
18,-5.631211781821365
19,-5.343529709369585
20,-6.03667688992953
21,-6.03667688992953
22,-5.631211781821365
23,-5.631211781821365
25,-6.729824070489475
26,-6.729824070489475
27,-6.729824070489475
28,-6.03667688992953
29,-6.729824070489475
33,-6.729824070489475
34,-6.729824070489475
35,-6.729824070489475
38,-6.729824070489475
46,-6.729824070489475
50,-6.03667688992953
