Degree,Log(Probability)
2,-1.674422762523513
3,-1.6602381275315565
4,-1.9716742859914447
5,-2.411372565741851
6,-2.724244887022191
7,-2.7448641742249267
8,-2.9784790254064317
9,-3.0325462466767075
10,-3.5250227317745013
11,-3.7256934272366524
12,-3.9770078555175585
13,-4.218169912334447
14,-5.517452896464707
15,-4.536623643452981
16,-4.670155036077504
17,-4.824305715904762
18,-4.824305715904762
19,-5.229770824012927
20,-5.006627272698717
21,-5.922918004572872
22,-5.517452896464707
23,-5.517452896464707
24,-6.616065185132817
25,-5.922918004572872
29,-6.616065185132817
30,-6.616065185132817
32,-6.616065185132817
36,-6.616065185132817
40,-6.616065185132817
42,-6.616065185132817
46,-5.922918004572872
