Degree,Log(Probability)
2,-1.6838170955464073
3,-1.742465822627915
4,-1.80476970596407
5,-2.5417195091824083
6,-2.415678788287043
7,-2.7574280820091
8,-3.1354942159291497
9,-3.1910640670839605
10,-3.3791162985869003
11,-3.5275363037051735
12,-4.666970586893538
13,-4.443827035579329
14,-4.800501979518061
15,-4.954652659345319
16,-4.443827035579329
17,-4.800501979518061
18,-4.800501979518061
19,-5.6477998399052645
20,-5.360117767453484
21,-5.6477998399052645
23,-6.053264948013429
24,-6.053264948013429
25,-6.053264948013429
26,-6.053264948013429
27,-5.360117767453484
33,-6.7464121285733745
41,-6.7464121285733745
49,-6.7464121285733745
56,-6.7464121285733745
