Degree,Log(Probability)
2,-1.7711401820253192
3,-1.8489178830680035
4,-1.9824492756925263
5,-2.1972245773362196
6,-2.2842359543258492
7,-2.667228206581955
8,-2.9773831348857946
9,-3.429368258628852
10,-3.4657359027997265
11,-3.58351893845611
12,-3.871201010907891
13,-4.363677496005685
14,-4.363677496005685
15,-4.564348191467836
16,-4.68213122712422
17,-4.815662619748743
18,-4.969813299576001
19,-5.375278407684165
20,-6.761572768804056
21,-6.068425588244111
22,-6.761572768804056
23,-6.068425588244111
26,-5.662960480135946
28,-5.375278407684165
31,-6.761572768804056
32,-6.761572768804056
36,-6.761572768804056
39,-6.761572768804056
41,-6.068425588244111
47,-6.761572768804056
62,-6.761572768804056
