Degree,Log(Probability)
2,-1.5850038870968182
3,-1.720178665465071
4,-2.016671367599007
5,-2.56967191641571
6,-2.301407929821031
7,-2.7367260010788765
8,-2.982859070617785
9,-3.247551624844867
10,-3.448222320307018
11,-4.105001856696089
12,-4.1791098288498105
13,-4.1791098288498105
14,-4.441474093317302
15,-4.6646176446315115
16,-4.441474093317302
17,-5.357764825191457
18,-5.134621273877247
19,-5.645446897643238
20,-6.050912005751402
21,-6.050912005751402
22,-6.744059186311348
24,-6.744059186311348
25,-6.744059186311348
26,-5.645446897643238
27,-6.744059186311348
28,-6.744059186311348
29,-6.744059186311348
31,-6.744059186311348
32,-6.744059186311348
34,-6.744059186311348
35,-6.744059186311348
36,-6.744059186311348
39,-6.744059186311348
40,-6.744059186311348
46,-6.744059186311348
55,-6.744059186311348
