Degree,Log(Probability)
2,-1.73695123273306
3,-1.7503742530652007
4,-1.7988266364511474
5,-2.316769727986002
6,-2.4849066497880004
7,-2.513480022232056
8,-3.11000036710293
9,-3.6565440734709997
10,-3.857214768933151
11,-3.9143731827730996
12,-4.349691254030945
13,-4.108529197214057
14,-4.801676377774002
15,-4.550361949493096
16,-4.550361949493096
17,-4.801676377774002
18,-4.955827057601261
19,-5.138148614395216
20,-4.801676377774002
21,-6.05443934626937
22,-6.05443934626937
23,-6.05443934626937
26,-6.05443934626937
27,-6.747586526829315
28,-6.747586526829315
29,-6.747586526829315
32,-6.747586526829315
33,-5.648974238161206
36,-6.747586526829315
41,-6.747586526829315
42,-6.747586526829315
45,-6.747586526829315
