Degree,Log(Probability)
2,-1.5985682401971966
3,-1.5395347086130036
4,-1.8082887711792657
5,-2.6254886004091897
6,-2.606796467397037
7,-2.8581108956779433
8,-3.2284846839748376
9,-3.0992729524948315
10,-3.956723184346053
11,-4.1978852411629415
12,-3.8877303128591016
13,-4.293195420967266
14,-4.804021044733257
15,-4.804021044733257
16,-4.986342601527212
17,-4.804021044733257
18,-6.595780513961311
19,-4.804021044733257
20,-5.902633333401366
21,-5.497168225293202
22,-6.595780513961311
23,-6.595780513961311
26,-6.595780513961311
27,-5.902633333401366
28,-5.902633333401366
32,-5.902633333401366
35,-6.595780513961311
51,-6.595780513961311
