Degree,Log(Probability)
2,-1.6651879275385921
3,-1.5578294092180929
4,-2.0807033715002583
5,-2.176013551304583
6,-2.4131433445935326
7,-2.705531308082726
8,-3.308527391648374
9,-3.417726683613366
10,-3.785451463738683
11,-3.680090948080857
12,-4.277927948836477
13,-4.729913072579534
14,-4.884063752406793
15,-4.373238128640803
16,-4.884063752406793
17,-5.289528860514958
18,-5.982676041074902
19,-6.675823221634848
20,-5.289528860514958
21,-5.5772109329667385
22,-6.675823221634848
23,-5.982676041074902
24,-6.675823221634848
26,-6.675823221634848
27,-5.982676041074902
28,-6.675823221634848
30,-5.982676041074902
31,-6.675823221634848
34,-5.982676041074902
38,-6.675823221634848
40,-6.675823221634848
66,-6.675823221634848
