Degree,Log(Probability)
2,-1.7258015014362575
3,-1.7117167615545186
4,-1.9560625205193314
5,-2.4404548872171663
6,-2.220214095560918
7,-2.704269478262304
8,-3.0910424533583156
9,-3.784189633918261
10,-3.378724525810097
11,-3.630038954091003
12,-3.6788291182604347
13,-4.59511985013459
14,-4.276666119016055
15,-4.189654742026425
16,-5.575949103146316
17,-5.288267030694535
18,-5.0651234793803255
19,-5.575949103146316
21,-5.288267030694535
22,-6.674561391814426
23,-5.981414211254481
24,-5.288267030694535
25,-6.674561391814426
28,-6.674561391814426
29,-5.981414211254481
30,-6.674561391814426
32,-6.674561391814426
36,-6.674561391814426
49,-6.674561391814426
75,-6.674561391814426
