Degree,Log(Probability)
2,-1.6036742077173503
3,-1.7655172331677642
4,-2.017797378568629
5,-2.2088526153313386
6,-2.393281654464858
7,-2.8309038742075536
8,-3.0491574402275714
9,-3.4668926409275502
10,-3.4305249967566755
11,-3.6716870535735633
12,-4.56550492959566
13,-4.197780149470343
14,-4.123672177316621
15,-4.56550492959566
16,-4.683287965252044
17,-4.970970037703824
18,-5.66411721826377
21,-5.66411721826377
22,-6.762729506931879
23,-5.376435145811989
24,-5.376435145811989
25,-6.762729506931879
26,-5.153291594497779
27,-6.0695823263719335
30,-6.762729506931879
32,-6.762729506931879
69,-6.762729506931879
