Degree,Log(Probability)
2,-1.5520655719701677
3,-1.8217291389192702
4,-1.948480844558414
5,-2.1921029272161645
6,-2.381344926854693
7,-2.7868100349628575
8,-3.131650521254587
9,-3.713572066704308
10,-3.5669685925124326
11,-3.7676392879745837
12,-3.885422323630967
13,-4.578569504190912
14,-4.2601157730723775
15,-5.048573133436648
16,-5.271716684750857
17,-4.866251576642693
18,-4.866251576642693
19,-6.658011045870748
20,-5.559398757202638
21,-5.271716684750857
22,-6.658011045870748
23,-5.559398757202638
24,-6.658011045870748
25,-5.964863865310803
26,-6.658011045870748
27,-5.964863865310803
33,-6.658011045870748
38,-6.658011045870748
40,-6.658011045870748
