Degree,Log(Probability)
2,-1.8544305761908308
3,-1.6106068196390821
4,-1.900240112222125
5,-2.241410869624892
6,-2.3702437414678603
7,-2.840247370713596
8,-2.9456078863714223
9,-3.6612279227834263
10,-3.756538102587751
11,-3.707747938418319
12,-4.267363726353742
13,-3.9190570320855262
14,-4.267363726353742
15,-4.9605109069136875
16,-4.9605109069136875
17,-4.9605109069136875
18,-5.365976015021851
19,-5.653658087473633
20,-6.059123195581797
21,-4.9605109069136875
22,-5.653658087473633
23,-5.653658087473633
24,-6.752270376141742
25,-6.059123195581797
26,-6.752270376141742
27,-6.059123195581797
29,-6.752270376141742
32,-6.059123195581797
35,-6.752270376141742
37,-6.752270376141742
38,-6.752270376141742
70,-6.752270376141742
171,-6.752270376141742
