Degree,Log(Probability)
2,-1.754960064763784
3,-1.6873667736312559
4,-1.9471200705580265
5,-2.2404678805454847
6,-2.4273452538753
7,-2.7475127814715696
8,-2.9111422052533715
9,-3.5823104790945415
10,-3.8845913509674754
11,-4.152855337562155
12,-3.8274329371275266
13,-4.0097544939214815
14,-4.3199094222253205
15,-4.232898045235691
16,-4.926045225795637
17,-5.108366782589591
18,-4.771894545968378
19,-5.108366782589591
20,-5.619192406355582
21,-5.619192406355582
22,-6.717804695023691
23,-5.619192406355582
24,-6.024657514463746
27,-6.717804695023691
28,-6.717804695023691
29,-6.717804695023691
32,-6.717804695023691
34,-6.717804695023691
36,-6.717804695023691
37,-6.717804695023691
39,-6.717804695023691
46,-6.717804695023691
61,-6.717804695023691
