Degree,Log(Probability)
2,-1.7929162073558786
3,-1.8139696165537111
4,-1.799884876671972
5,-2.1777620282613075
6,-2.52862300233462
7,-2.68519206302616
8,-3.207381445442466
9,-3.073850052817943
10,-3.7182070692084563
11,-3.990140784692098
12,-4.054679305829669
13,-3.872357749035715
14,-4.56550492959566
15,-4.56550492959566
16,-4.683287965252044
17,-4.970970037703824
18,-5.66411721826377
19,-5.376435145811989
20,-5.376435145811989
21,-6.0695823263719335
22,-6.762729506931879
23,-6.0695823263719335
24,-4.970970037703824
25,-6.0695823263719335
27,-5.66411721826377
30,-6.0695823263719335
32,-6.762729506931879
33,-6.762729506931879
36,-6.762729506931879
41,-6.762729506931879
68,-6.762729506931879
