Degree,Log(Probability)
2,-1.7699821043046917
3,-1.7169895741641814
4,-2.0068244999770632
5,-2.096975596971361
6,-2.4429265775471176
7,-2.717363423248878
8,-2.931773294594333
9,-3.464577825079099
10,-3.624920475154278
11,-3.8159757119169875
12,-4.362519418285057
13,-4.563190113747209
14,-4.1954653336218914
15,-4.275508041295428
16,-4.814504542028114
17,-5.661802402415319
18,-4.968655221855373
19,-4.814504542028114
20,-6.760414691083428
21,-5.661802402415319
22,-6.760414691083428
23,-6.067267510523482
24,-6.067267510523482
25,-6.067267510523482
26,-6.760414691083428
27,-6.760414691083428
29,-6.760414691083428
30,-5.374120329963537
33,-6.760414691083428
36,-6.760414691083428
37,-6.760414691083428
43,-6.760414691083428
45,-6.760414691083428
54,-6.760414691083428
