Degree,Probability
2,0.17051635233453416
3,0.18146499964681784
4,0.14593487320760049
5,0.11379529561347743
6,0.08878999788090697
7,0.06039415130324221
8,0.046831955922865015
9,0.035035671399307765
10,0.029455393091756727
11,0.022391749664476938
12,0.016105107014197925
13,0.014621741894469168
14,0.01144310235219326
15,0.00946528219255492
16,0.007487462032916579
17,0.006216006216006216
18,0.0057921876103694285
19,0.004026276753549481
20,0.0034611852793670975
21,0.0027548209366391185
22,0.0028960938051847142
23,0.0024722751995479267
24,0.001412728685455958
25,0.002331002331002331
26,0.0009889100798191708
27,0.0010595465140919686
28,0.001554001554001554
29,0.0011301829483647665
30,0.0012008193826375645
31,0.000777000777000777
32,0.0005650914741823832
33,0.0006357279084551812
34,0.0006357279084551812
35,0.0004944550399095854
36,0.0004238186056367875
37,0.0004238186056367875
38,0.0005650914741823832
39,0.0006357279084551812
40,0.0001412728685455958
41,0.00021190930281839374
42,0.0002825457370911916
43,0.0002825457370911916
45,0.0002825457370911916
46,0.0002825457370911916
48,7.06364342727979e-05
49,7.06364342727979e-05
53,7.06364342727979e-05
54,7.06364342727979e-05
55,7.06364342727979e-05
56,0.00021190930281839374
57,0.00021190930281839374
60,0.0001412728685455958
65,7.06364342727979e-05
69,7.06364342727979e-05
92,0.0001412728685455958
94,0.0001412728685455958
117,7.06364342727979e-05
124,7.06364342727979e-05
127,7.06364342727979e-05
138,7.06364342727979e-05
139,7.06364342727979e-05
143,7.06364342727979e-05
153,7.06364342727979e-05
164,7.06364342727979e-05
167,7.06364342727979e-05
178,7.06364342727979e-05
180,7.06364342727979e-05
227,7.06364342727979e-05
305,7.06364342727979e-05
363,7.06364342727979e-05
