Degree,Probability
2,0.1694570792606213
3,0.18223168489306107
4,0.14613374624987902
5,0.11351979096099875
6,0.08487370560340655
7,0.06455046936997967
8,0.04393690119036098
9,0.037162489112552016
10,0.030388077034743055
11,0.022258782541372302
12,0.015581147778960611
13,0.01654892093293332
14,0.012290719055453403
15,0.009484176908932546
16,0.006387302816219878
17,0.004935643085260815
18,0.005322752346849899
19,0.004935643085260815
20,0.0035807606696990225
21,0.0035807606696990225
22,0.002612987515726314
23,0.0019355463079454177
24,0.0018387689925481467
25,0.00222587825413723
26,0.0020323236233426886
27,0.0005806638923836253
28,0.0021291009387399596
29,0.0008709958385754379
30,0.0010645504693699798
31,0.0009677731539727088
32,0.0004838865769863544
33,0.0002903319461918126
34,0.0006774412077808962
35,0.0003871092615890835
36,9.677731539727088e-05
37,0.0002903319461918126
38,0.00019355463079454176
39,0.00019355463079454176
40,0.00019355463079454176
42,0.00019355463079454176
43,9.677731539727088e-05
48,0.00019355463079454176
49,9.677731539727088e-05
50,9.677731539727088e-05
51,9.677731539727088e-05
52,9.677731539727088e-05
53,0.0002903319461918126
56,9.677731539727088e-05
64,0.00019355463079454176
71,9.677731539727088e-05
74,9.677731539727088e-05
92,9.677731539727088e-05
94,9.677731539727088e-05
95,9.677731539727088e-05
96,9.677731539727088e-05
101,9.677731539727088e-05
102,0.00019355463079454176
103,9.677731539727088e-05
105,9.677731539727088e-05
106,9.677731539727088e-05
108,9.677731539727088e-05
113,9.677731539727088e-05
120,9.677731539727088e-05
121,9.677731539727088e-05
126,9.677731539727088e-05
128,9.677731539727088e-05
132,9.677731539727088e-05
150,9.677731539727088e-05
152,9.677731539727088e-05
153,9.677731539727088e-05
155,9.677731539727088e-05
168,9.677731539727088e-05
