Degree,Probability
2,0.17484731961094774
3,0.1851014099374199
4,0.14536680992234036
5,0.11128703913141823
6,0.08120334765890071
7,0.06506823493930483
8,0.04742516775993365
9,0.03588931614265249
10,0.027746362059865793
11,0.02141295332880947
12,0.017416874010404884
13,0.013420794692000302
14,0.012139033401191284
15,0.008972329035663123
16,0.007690567744854105
17,0.005202442886224836
18,0.005353238332202368
19,0.00512704516323607
20,0.0036190907034607555
21,0.0027143180275955667
22,0.00354369298047199
23,0.0019603407977079094
24,0.0024881248586292692
25,0.0016587499057528464
26,0.0016587499057528464
27,0.0009801703988539547
28,0.0008293749528764232
29,0.0009047726758651889
30,0.0007539772298876574
31,0.0009047726758651889
32,0.0009801703988539547
33,0.00045238633793259444
34,0.00030159089195506294
35,0.00030159089195506294
36,0.00030159089195506294
37,0.00045238633793259444
38,0.00045238633793259444
39,0.00022619316896629722
40,0.00015079544597753147
41,0.00015079544597753147
42,0.00030159089195506294
43,0.00030159089195506294
44,7.539772298876574e-05
45,0.00015079544597753147
46,0.00015079544597753147
47,0.00030159089195506294
48,0.00022619316896629722
49,7.539772298876574e-05
50,7.539772298876574e-05
54,7.539772298876574e-05
55,0.00015079544597753147
56,7.539772298876574e-05
61,7.539772298876574e-05
62,7.539772298876574e-05
69,0.00015079544597753147
70,7.539772298876574e-05
75,7.539772298876574e-05
76,7.539772298876574e-05
82,7.539772298876574e-05
84,7.539772298876574e-05
92,7.539772298876574e-05
116,7.539772298876574e-05
135,7.539772298876574e-05
136,7.539772298876574e-05
146,7.539772298876574e-05
155,7.539772298876574e-05
162,7.539772298876574e-05
175,7.539772298876574e-05
200,7.539772298876574e-05
261,7.539772298876574e-05
341,7.539772298876574e-05
372,7.539772298876574e-05
