star_name,avg_degree_before_transit,avg_clust_coeff_before_transit,avg_degree_during_transit,avg_clust_coeff_during_transit,avg_degree_after_transit,avg_clust_coeff_after_transit
OGLE-TR-1001,5.663157894736842,0.7485241981873871,6.469135802469136,0.7391807257791663,5.7631578947368425,0.7565700187521516
OGLE-TR-1002,6.030456852791878,0.7492788944807152,6.253164556962025,0.7502215457755534,6.142131979695432,0.75667382975297
OGLE-TR-1003,6.375979112271541,0.762982406407818,5.950617283950617,0.7553553307308611,5.994778067885117,0.7565587283781555
OGLE-TR-1004,5.821428571428571,0.758396553286414,6.493827160493828,0.7503931659702585,6.244897959183674,0.763350147174485
OGLE-TR-1005,5.715039577836412,0.7425800907560477,7.2592592592592595,0.7669660727819195,5.815303430079156,0.7570912317301572
OGLE-TR-1006,6.158730158730159,0.7612911300332225,5.876543209876544,0.7589430008106289,5.878306878306878,0.7504174825945007
OGLE-TR-1007,5.645502645502646,0.7441046433329966,7.85,0.7478568384118088,5.698412698412699,0.7451953405146453
OGLE-TR-1008,6.101010101010101,0.7594288233758043,5.60655737704918,0.7510808772284184,5.944444444444445,0.7593075850790011
OGLE-TR-1009,5.959493670886076,0.7474796189714996,6.405405405405405,0.7677987399212305,6.455696202531645,0.752516296721653
OGLE-TR-1010,5.852459016393443,0.7546157260671427,8.37037037037037,0.7636426383903737,5.983606557377049,0.7482041544101941
OGLE-TR-1011,6.25,0.752975811612496,5.575,0.7436720475049996,6.38265306122449,0.7504673239308307
OGLE-TR-1012,6.057742782152231,0.7604186173955596,6.197530864197531,0.7037686835072456,5.79002624671916,0.7593897962418489
OGLE-TR-1013,6.977215189873418,0.7559553654175164,5.226666666666667,0.7437264957264957,6.318987341772152,0.7617877026905944
OGLE-TR-1014,6.272493573264781,0.773975395059415,5.728395061728395,0.7350136437045758,6.251928020565552,0.7533080090599573
OGLE-TR-1015,5.994858611825193,0.7557750708589768,5.185185185185185,0.7349826079673574,5.953727506426735,0.7521357831939569
OGLE-TR-1016,5.894736842105263,0.753350945413207,5.580246913580247,0.7457038971012376,5.994750656167979,0.7508640818521378
OGLE-TR-1017,5.673469387755102,0.7416139631902492,5.9,0.7395636648210178,5.974554707379135,0.7469671227325476
OGLE-TR-1018,6.094240837696336,0.7596688407039041,5.777777777777778,0.7454647144189629,5.81151832460733,0.7568618698866842
OGLE-TR-1019,6.412213740458015,0.7562760483634885,5.594594594594595,0.753319949372581,6.066157760814249,0.7525858355227943
OGLE-TR-1020,6.106060606060606,0.741322589486631,6.2,0.7536013752820476,5.863636363636363,0.7570877665260967
OGLE-TR-1021,6.1158690176322414,0.7427105474403516,7.087719298245614,0.7609048333425062,6.226700251889169,0.7472918509920895
OGLE-TR-1022,5.785900783289817,0.7545321195132062,5.481481481481482,0.724452610339126,5.712793733681462,0.7421319218158463
OGLE-TR-1023,5.69309462915601,0.7497967174862094,6.486486486486487,0.7359756778277357,6.107416879795396,0.7652465917200298
OGLE-TR-1024,5.822222222222222,0.7579416162358743,6.345679012345679,0.7598327570114061,5.838888888888889,0.7531389267245662
OGLE-TR-1025,5.947089947089947,0.7524459440266079,5.432098765432099,0.7575343344836523,5.677248677248677,0.7431151371507533
OGLE-TR-1026,5.835616438356165,0.760249718464631,5.25925925925926,0.7448724296763514,6.224657534246576,0.7575304388626275
OGLE-TR-1027,5.613756613756614,0.745207560404377,5.728395061728395,0.7473210976704329,6.195767195767195,0.7499379322398831
OGLE-TR-1028,5.449275362318841,0.7511661362869316,5.7,0.7210568353215415,5.681159420289855,0.748869898157958
OGLE-TR-1029,5.69109947643979,0.7592201445044535,7.530864197530864,0.7597427497208387,5.774869109947644,0.7553778747041329
OGLE-TR-1030,5.9491094147582695,0.7545721518657591,6.028169014084507,0.7526205069287091,5.89821882951654,0.7558508124649365
OGLE-TR-1031,6.005420054200542,0.7560303041202712,5.061728395061729,0.7301620109898979,6.37940379403794,0.7487394076457969
OGLE-TR-1032,6.010230179028133,0.7567583612868057,6.589743589743589,0.7500812173359979,6.061381074168798,0.7528658357780561
OGLE-TR-1033,6.0,0.7530913958626912,6.222222222222222,0.7539008457853774,6.1841432225063935,0.7655769231123475
OGLE-TR-1034,5.668393782383419,0.7512631000450107,7.1,0.7388334477382099,5.849740932642487,0.760581495789907
OGLE-TR-1035,6.161209068010075,0.7549480219468667,6.684210526315789,0.7381052619279767,6.332493702770781,0.7571716413117237
OGLE-TR-1036,5.7103825136612025,0.7504195157980914,6.641975308641976,0.7393670070431991,5.562841530054645,0.7396098882477302
OGLE-TR-1037,6.114285714285714,0.7528625622792924,5.728395061728395,0.7472253675232743,6.337662337662338,0.7710727547017505
OGLE-TR-1038,5.917981072555205,0.7490739595851535,5.846153846153846,0.752635741451531,5.609120521172638,0.7457486791113412
OGLE-TR-1039,6.0,0.7476535369254317,5.873417721518988,0.7447005852590366,6.194373401534527,0.7566153858069908
OGLE-TR-1040,5.924242424242424,0.7593352945454033,5.786666666666667,0.7407414485675353,6.070886075949368,0.749967957202126
OGLE-TR-1041,6.078740157480315,0.7448443255695466,7.308641975308642,0.7536787079751776,6.37270341207349,0.7607984159019503
OGLE-TR-1042,5.860103626943006,0.7540816123142778,6.839506172839506,0.7571664451529644,5.901554404145077,0.75352967344491
OGLE-TR-1043,5.702349869451697,0.7517400155988171,5.827160493827161,0.7510142691887906,6.0,0.7537660860379574
OGLE-TR-1044,6.367952522255193,0.7601104291135367,5.96078431372549,0.7568929005034483,6.52924791086351,0.7588868020651044
OGLE-TR-1045,5.896440129449839,0.7528180639234998,7.029411764705882,0.7606596158122481,5.562874251497006,0.7335994570751986
OGLE-TR-1046,5.850899742930591,0.7535770589196891,7.945945945945946,0.7460890477064279,5.886889460154242,0.7544723970578726
OGLE-TR-1047,6.17948717948718,0.7467417803276896,7.975,0.7712091682202533,6.297435897435897,0.7583606812343636
OGLE-TR-1048,5.860103626943006,0.7471794352713699,6.864197530864198,0.757647949013618,5.9067357512953365,0.7558794953751523
OGLE-TR-1049,6.333333333333333,0.7564957156148576,5.417721518987341,0.707421100625631,5.947916666666667,0.7526810707046753
OGLE-TR-1050,5.686486486486486,0.7447596290702873,5.975,0.7562925871642977,5.751351351351351,0.7469490423536542
OGLE-TR-1051,6.304147465437788,0.7664435389858026,5.111111111111111,0.7366421986792357,5.84331797235023,0.7539321286240975
OGLE-TR-1052,6.016260162601626,0.7463687929079165,5.851851851851852,0.7338224614681887,6.162601626016261,0.7569244671181441
OGLE-TR-1053,5.8604651162790695,0.7506998689102437,6.91358024691358,0.74567793626582,5.467700258397933,0.743547870438635
OGLE-TR-1054,5.807291666666667,0.7530409476813874,5.394736842105263,0.721643391890459,5.932291666666667,0.7472001943632743
OGLE-TR-1055,5.994366197183099,0.7461081259762636,5.506172839506172,0.7436580960498738,5.859154929577465,0.7469680420835009
OGLE-TR-1056,6.066838046272494,0.7503592218210723,5.425,0.7466282287973466,5.87146529562982,0.7540213340250262
OGLE-TR-1057,5.682451253481895,0.7637858964250092,6.148148148148148,0.738765323466046,5.782729805013927,0.7524598338982567
OGLE-TR-1058,5.764102564102564,0.7513311516586342,5.461538461538462,0.7354081938299445,5.933333333333334,0.7508755252943563
OGLE-TR-1059,5.813953488372093,0.7547603939938853,6.05,0.767869287145603,6.103359173126615,0.7563446062796401
OGLE-TR-1060,5.984654731457801,0.7607739325854147,6.465753424657534,0.7592837443032531,5.708439897698209,0.7504972795960622
OGLE-TR-1061,5.780748663101604,0.7587369107971902,7.851851851851852,0.7418876904067178,5.60427807486631,0.7424252790804253
OGLE-TR-1062,6.173469387755102,0.75653041701022,5.267605633802817,0.7172459257773,5.821428571428571,0.7581800048286017
OGLE-TR-1063,5.848167539267016,0.7529492576376946,6.7407407407407405,0.7641608329029496,5.9162303664921465,0.7544973753736788
OGLE-TR-1064,6.011661807580175,0.7610292785283519,5.777777777777778,0.7618942280735652,5.778425655976676,0.7490043000300711
OGLE-TR-1065,6.203125,0.7524500747680324,5.08641975308642,0.73057731020694,5.895833333333333,0.7395180341221138
OGLE-TR-1066,5.718085106382978,0.7446991174516717,5.604938271604938,0.7522751920142279,6.0212765957446805,0.7546558609069812
OGLE-TR-1067,5.891117478510028,0.7484244826905995,5.679012345679013,0.7386480568741779,5.524355300859599,0.7486355340896206
OGLE-TR-1068,5.851002865329513,0.7548069457495844,6.148148148148148,0.7645197113062038,5.478510028653295,0.7455898624831175
OGLE-TR-1069,6.094736842105263,0.7522983049448863,8.222222222222221,0.7584553326614524,5.905263157894737,0.7563569045241105
OGLE-TR-1070,5.833780160857909,0.7548449067753658,7.580246913580247,0.7600614068465279,5.941018766756033,0.7501298183501126
OGLE-TR-1071,5.702247191011236,0.7465805500569743,5.382716049382716,0.7618050331013294,5.735955056179775,0.7497667216690143
OGLE-TR-1072,6.0,0.7619786272313949,6.345679012345679,0.7501188782772723,6.037333333333334,0.7554549232759394
OGLE-TR-1073,6.058510638297872,0.760271632627311,5.481481481481482,0.7081648695683782,5.835106382978723,0.7382785557914275
OGLE-TR-1074,6.084269662921348,0.7495206478807002,5.876543209876544,0.7383011162967589,5.825842696629214,0.7600265964200118
OGLE-TR-1075,6.086294416243655,0.7550139778144204,7.142857142857143,0.737285565781278,6.035532994923858,0.7490134177131168
OGLE-TR-1076,5.7,0.7498383150700699,5.675,0.7439167939903235,5.673684210526316,0.7518448340897526
OGLE-TR-1077,5.913265306122449,0.7541139983043114,5.540983606557377,0.7218469037659008,5.928571428571429,0.760274339332525
OGLE-TR-1078,6.221635883905013,0.755978375160257,6.444444444444445,0.7521001087994553,5.815303430079156,0.7502733549500455
OGLE-TR-1079,6.120104438642298,0.7576642474072808,5.544303797468355,0.7531172062817633,6.151436031331593,0.7582016430954659
OGLE-TR-1080,5.926315789473684,0.7461623307723044,5.827160493827161,0.7247468516516743,5.921052631578948,0.7484488110084454
OGLE-TR-1081,6.154241645244216,0.753141544961827,6.222222222222222,0.7760468067507356,6.277634961439588,0.7467837438234732
OGLE-TR-1082,6.07887323943662,0.7565840728442007,6.197530864197531,0.7441698229552259,5.763380281690141,0.7560957851720228
OGLE-TR-1083,5.57840616966581,0.7396480949028955,6.987341772151899,0.7632590207013141,5.922879177377892,0.7541715939182974
OGLE-TR-1084,6.075566750629723,0.7587948213582846,7.228070175438597,0.7605063743522195,6.141057934508816,0.7490678893056012
OGLE-TR-1085,5.911688311688311,0.7508463816224666,5.654320987654321,0.7505134458350832,5.963636363636364,0.755466074322701
OGLE-TR-1086,5.9480519480519485,0.7537887702911341,5.654320987654321,0.7442383800752818,5.880519480519481,0.753296676532222
OGLE-TR-1087,6.2368421052631575,0.759537461706848,6.765432098765432,0.7622629173396189,6.031578947368421,0.7521791655222781
OGLE-TR-1088,6.278350515463917,0.7544222297714827,8.725,0.760997728747475,5.850515463917525,0.7511321959636745
OGLE-TR-1089,6.473551637279597,0.7578613184763957,5.454545454545454,0.7417804417804419,6.7707808564231735,0.7596510208708792
OGLE-TR-1090,5.994805194805195,0.75934382289366,5.679012345679013,0.7464598501635539,6.083116883116883,0.7606447278811153
