star_name,avg_degree_before_transit,avg_clust_coeff_before_transit,avg_degree_during_transit,avg_clust_coeff_during_transit,avg_degree_after_transit,avg_clust_coeff_after_transit
OGLE-TR-1091,6.095959595959596,0.7596211803440922,5.833333333333333,0.7300804442471109,6.186868686868687,0.7576728662453937
OGLE-TR-1092,6.042553191489362,0.7538227224714744,5.333333333333333,0.741620199644891,5.946808510638298,0.7450641851734912
OGLE-TR-1093,6.0440771349862255,0.7575976696579003,6.148148148148148,0.7619106181586051,6.132231404958677,0.7522774983863437
OGLE-TR-1094,6.384615384615385,0.7507031779277787,6.603174603174603,0.7299138782273088,5.794871794871795,0.7459488307373198
OGLE-TR-1095,5.892957746478873,0.7508341926872691,6.320987654320987,0.7514422372609506,5.955056179775281,0.7502068027339657
OGLE-TR-1096,5.885057471264368,0.7586329850671324,5.481481481481482,0.731784294046224,5.787356321839081,0.7475848860484614
OGLE-TR-1097,6.243037974683545,0.7452979903687662,6.171428571428572,0.7256890406266787,6.10632911392405,0.7626518354422659
OGLE-TR-1098,5.876923076923077,0.7492299273981425,6.075949367088608,0.7609340822628738,5.712820512820513,0.7539419737339025
OGLE-TR-1099,5.733333333333333,0.7485590828486106,6.222222222222222,0.7298423939491476,5.866666666666666,0.7541184625999067
OGLE-TR-10,5.725373134328359,0.7475846290913081,5.75,0.7525250226353167,5.335243553008596,0.7451258520988925
OGLE-TR-56,5.937931034482759,0.7543980729131069,6.6,0.763674179944464,5.493055555555555,0.7365527705335003
OGLE-TR-111,5.7040358744394615,0.7445113012739152,5.055555555555555,0.7517857142857144,5.625,0.7480595839755656
OGLE-TR-132,5.909722222222222,0.7458155656869083,5.076923076923077,0.7344956325725556,5.811594202898551,0.7519847758212768
OGLE-TR-211,5.928571428571429,0.7508614354467914,5.6923076923076925,0.7426242777413345,6.066066066066066,0.7478490586907977
