Degree,Probability
2,0.1671794871794872
3,0.2205128205128205
4,0.13743589743589743
5,0.09641025641025641
6,0.0882051282051282
7,0.06461538461538462
8,0.043076923076923075
9,0.03076923076923077
10,0.028717948717948718
11,0.024615384615384615
12,0.019487179487179488
13,0.012307692307692308
14,0.008205128205128205
15,0.009230769230769232
16,0.011282051282051283
17,0.0020512820512820513
18,0.005128205128205128
19,0.0020512820512820513
20,0.0041025641025641026
21,0.005128205128205128
22,0.0041025641025641026
23,0.003076923076923077
24,0.0020512820512820513
25,0.0010256410256410256
27,0.0010256410256410256
29,0.0020512820512820513
30,0.0010256410256410256
36,0.0010256410256410256
46,0.0010256410256410256
48,0.0010256410256410256
62,0.0010256410256410256
167,0.0010256410256410256
